"complaint-layer","js-tooltip","js-view-count","complaint-description","ellipsis-text","sv-model-button"
"Mardin Türk Telekom Hakkında Şikayetim Var.","06 Temmuz 23:54","851","Mardin Türk Telekom hakkında şikayetim var. İnternet altyapım kapalı, açmaları için üç sefer dilekçe verdiğim halde ilgilenen yok. Gittiğim her odada sorumlular olduğu halde başından atıp başkasına yönlendiriliyorum. Birilerinin bu sorunla ilgilenmesini istiyorum.","","#İnternet"
"Türk Telekom Haksız Fatura Ücreti Aldı","06 Temmuz 23:42","374","05.07.2024 de kendi üzerime kayıtlı Türk Telekom hattına 421,26 TL tutarında fatura ücretimi yatırdım ancak fatura ödenmemiş ve ücret unitedp*h**** koçaslan tarafına ödeme yapılmış görünüyor. Haksız yere ödeme almış bir firma. Şikayetçiyim, ilgilenilmesini ve paramı geri almayı talep ediyorum.","","#Fatura ödeme"
"Türk Telekom'da Bitmeyen Bitmeyen 48 Saat","06 Temmuz 23:36","608","20 gündür internet yok. Her aramamda 48 saat deyip oyalıyorlar. Modem değiştirdim, bütün olasılıkları denedim. Halen gelmeyen internet yüzünden bütün ailemin cep telefonlarına ek internet paketleri aldım. 1000 TL'den fazla internet parası verdim. Benim zararımı kim karşılayacak? İnternet hızım iyi d","...","#İnternet"
"Türk Telekom Tarife Haklarını Kullandırmıyor!","06 Temmuz 23:35","1.356","Türk Telekom operatöründe tarifeme ücretsiz Arayanı Bil servisi bilerek aktif edilmiyor! Defalarca müşteri temsilcileri ile görüşme yaptım, bazı müşteri temsilcileri dalga geçer gibi cevaplar verdi. 'Onay yazıp göndermemişsiniz' diyor, ben 'gönderdim, mesaj önümde' diyorum, 'yok' diyor, 'gönderseniz","...","#Kamu Tarifeleri"
"Türk Telekom İnterneti Açamama Sorunu Hk","06 Temmuz 23:29","234","Türk Telekom internet kullanıyoruz. Bugün evimizi taşıdık, sabit telefonumuz hemen açıldı fakat internet için gelen arkadaşlar sadece sinyal verilecek dedi. Sonrasında eşim Türk Telekom'u aradığında internetin 10 gün içinde açılacağını söylediler. İstanbul Ümraniye de bilinen bir siteye böyle hizmet","...","#İnternet"
"Türk Telekom Arıza Sorunu Çözüm İstiyorum","06 Temmuz 22:21","196","Türk Telekom günlerdir sorunumuzu çözmedi. Bu nasıl kurum ya, mağdur ediyor bizi. Netsiz kaldık. Resmen boşa fatura ödetecek, mağdur ediyor. Hâlâ teknik ekip incelemeye devam ediyor deniliyor. Başka bir şey yok, sorunumuzu kısa sürede çözülsün yeter. Günlerdir çözüm yok.","","#Fatura ödeme"
"Türk Telekom Müşteri Sorumlusuna Bağlanmıyor","06 Temmuz 22:07","185","Müşteri hizmetlerine bağlanamıyoruz. Kafe işletiyorum, ödeme alamıyorum. İşim aksıyor, bilgi almak için arıyoruz, ilgilenen yok, telefon kapanıyor. Müşteri temsilcisine bağlanamıyoruz. Cumhurbaşkanlığı mı burası? Nasıl bir firmasınız, müşteriye önem vermiyorsunuz.","","#İnternet"
"Türk Telekom İki Kez Aynı Faturayı Tahsil Etti","06 Temmuz 21:48","292","Türk Telekom hattımın bu ayki faturasını ödememe rağmen banka hesabımdan ikinci kez aynı fatura otomatik ödeme talimatı ödendi. Müşteri hizmetlerinize hiçbir şekilde ulaşamıyorum. Saçma sapan bir sesli yanıt sistemi ile oyalayıp duruyorsunuz, hiçbir şekilde geri dönüş olmadı.","","#Fatura ödeme"
"Türk Telekom Nelerdesin Çöz Artık Su İsi","06 Temmuz 21:41","307","04.07.2024 perşembe günü internet bağlantı problemim ile ilgili müşteri hizmetleri ile irtibata geçtim. Bana 06.07.2024 tarihine servis kaydı oluşturdular. Simdi arıyorum servis gelmedi diye müşteri hizmetlerinin cevabi sizin servis kaydınız yok diyorum nasıl olur hattınızda problem yok o yüzden sil","...","#İnternet"
"Türk Telekom 1 Aylık Paket Satıp 3 Gün Kullandırıyor","06 Temmuz 21:40","461","Türk Telekom 1 Aylık Ek paket olarak tarafıma satılan paket fatura dönemi kapsıyor şeklinde görünüyor. 25 GB 1 Aylık internet satın aldım ama sadece 3 gün sonra süresi dolacak görünüyor. Müşteri Hizmetlerini aradığımda cayma hakkımı kullanamayacağım söylendi. Diğer seçenekler arasında fatura dönemi","...","#Faturalı Paketler"
"Sürekli Yaşanan Ve Çözümsüz Kalan Türk Telekom İnternet Kesintisi","06 Temmuz 21:34","1.236","Türk Telekom internet kesintisi yaşıyorum kesinti ile ilgili teknik destek yardımına başvurduk ancak hiçbir şekilde sorunumuz çözülmedi. Bulunduğumuz bölgede (İzmir Kemalpaşa'da çok merkezi bir bölgede olmamıza rağmen) Türk Telekom'dan memnun olan hiç kimse yok. Hizmet kalitesi çok kötü destek almak","...","#İnternet"
"Türk Telekom Evde İnternet Kurulumu Mağduriyeti","06 Temmuz 21:34","265","Merhaba Sayın İlgililer, Türk Telekom üzerinden başvuru yaptığım 6139914941 numaralı evde internet kurulumu işlemi 1.07.2024 tarihi itibariyle kurulum mesajı gelmiştir ve sürekli olarak tarih ileriye atılmaktadır. En son olarak 8.07.2024 tarihine randevu güncellenmiştir. Öyle bir durum hem sizin kal","...","#İnternet"
"Türk Telekom Taahhüt Değiştim Fazla Fatura Ödeyeceğim","06 Temmuz 21:34","722","Türk Telekom internet kullanırken hız düşüklüğü nedeniyle TTNET e geçtim. Yüksek hız ve adres kontrolünden sonra geçiş yaptım. Şimdi bağlandık internet hızlanacak dediler 1 gün sonra. Bu seferde sizin orada port yok o yüzden hızınız düşük geliyor dendi. Benim netim zaten vardı sağlayıcı değiştirdim.","...","#İnternet"
"Türk Telekom Müşteri Umursamazlığı Ancak Bu Kadar Olur.","06 Temmuz 21:08","523","Türk Telekom evde internetim var ve sözde 100 Mbps hızı var ama kullandığım günden beri hiçbir zaman 70 Mbps hızı geçmedi ve son zamanlarda 50 Mbps hızın altında. Modem fiber değişimi için 25.06.2024 tarihine randevu verdi ve değişim için gelen kimse olmadı. Şikayet kaydı oluşturdum, tekrar randevu","...","#Modem"
"Türk Telekom Faturam Olmadığı Halde Hattımı Kısıtladı","06 Temmuz 21:07","369","Türk Telekom faturam olmadığı halde hattımı kısıtladı ve bugün bu yüzden birçok aksilik yaşadım. Aradığımda ise genel bir sorun var gibi saçma bir cevap aldım. Birini aramaya çalıştığımda ödenmemiş faturanız sebebi ile kısıtlı uyarısı aldım.","","#Fatura ödeme"
"Türk Telekom'dan Bana Yalan Söyledikleri İçin Şikayetçiyim","06 Temmuz 21:07","327","Türk Telekom ev internetinde sorun yaşıyorum. Fazladan fatura ödemem vardı, iade talebinde bulundum. Talebiniz oluşturuldu dendi, kaç gün bekledim, bankayı aradım talep oluşmamış denildi. Türk Telekom müşteri hizmetleri yalan söyledi. Ayrıca 1 aydır evde internet kullanamıyorum. Sorun var diye bana","...","#Fatura ödeme"
"Türk Telekom Hız Sorunu Ve Çözülememesi","06 Temmuz 21:07","280","Sayın Türk Telekom. Daha önce 5 şikayet kaydı açılmasına rağmen 100mps destekliyor diye satılan internetin ara sıra kopmalarından kaynaklı teknik ekibinizin yönlendirmeleri ile aynı ücreti ödeyerek 50mps altına düşürmem sağlandı. Sonrasında aynı sorun aylarca devam etti, İlk kullanımlarımda 80-90ms","...","#Hız Testi"
"Türk Telekom Mobil Taahhüt Ve Fiyat","06 Temmuz 20:54","194","Türk Telekom mobil taahhüt bitmek üzere. Gerek müşteri temsilcisi gerek yetkili bayi ile görüşmemde çok yüksek fiyatlar çıkarıyorlar. Devletimizin bunları denetlemesi lazım, gerekli yerlere şikayet edeceğim. Bu ülkede 10 bin TL ile geçinen insanlar var. Bilerek ve isteyerek yapıyorlar. Sayın Cumhurb","...",""
"Türk Telekom Fahiş Taahhüt Bozma Cezası","06 Temmuz 20:48","876","Türk Telekom taahhüt bozma cezası olarak benden yüksek bir miktarda ücret istemekte. Yasal olarak kullandığım gün kadar olan tutarı ödemem gerekirken 3 ay kullandığım ve çekmediği için farklı operatöre taşıdığım numara için benden kalan 9 ayın faturasını ödememi istemektedir. Yasada der ki kullandığ","...","#Numara Taşıma"
"Türk Telekom İnternet Arızasını Çözemiyor.","06 Temmuz 20:48","268","06.07.2024 tarihinde saat 14:26 sularında internetimiz gitti. Yarım saat bekledikten sonra internetimizin gelmediğini fark ettim ve Türk Telekom Müşteri Hizmetleri'ni aradım. Telefona çıkan beyefendi, altyapımızda veya bölgemizde çalışmanın olduğunu ve akşam saat sekizde internetin geleceğini tarafı","...","#İnternet"
"Tivibu Ve TTNET Mağdur Ediyor.","06 Temmuz 20:41","357","3 gündür ne TV izleyebiliyoruz ne de interneti kullanabiliyoruz! Türk Telekom yaklaşık 10 senelik müşterisini kaybetmek üzere. Müşteri hizmetlerinden canlı desteğe ulaşmak imkansız sürekli otomatik cevaba yönlendiriyor. 3 gündür arıza var görünüyor ve inceleme aşamasında güya. Taahhüdün bitmesine 5a","...","#İnternet"
"","06 Temmuz 20:28","169","","",""
"Türk Telekom Çekim Gücü Çok Az","06 Temmuz 20:21","162","Türk Telekom hiç çekmiyor. 1 aydır kullanıyorum, düzgün çekmiyor, hep gelip gidiyor. Böyle giderse hattı değiştirmeyi düşünüyorum. Diğer hatlarda hiçbir sorun yok. Çekim gücü çok zayıf, kimse kullanamıyor. Çevremdeki herkes şikayetçi. Bir an önce düzelmesini istiyoruz.","",""
"60 Metre Fiber Kabloyu 29 Günde Çekeceğini Söyleyen Türk Telekom","06 Temmuz 20:21","516","02.07.2024 tarihinde Türk Telekom'un kırılan telefon direğine bağlı olan fiber internet kablosu koptu. Müşteri hizmetlerini arayarak durumu, binama bağlı olan fiber internet kablosunun koptuğunu anlattım. Sorunun 48 saat içerisinde çözüleceğini bildirdiler. 03.07.2024 tarihinde aynı hat üzerindeki b","...","#Altyapı Sorgulama"
"Türk Telekom Günün Yarısı Hiç Çekmiyor","06 Temmuz 20:14","774","Türk mobil internet gün içerisinde neredeyse hiç çekmiyor. Dağ, bayır, dere, tepe, şehir merkezi, ev, iş hiç fark etmiyor, çok yavaş bir hızı var. Müşteri hizmetleri hep ezbere konuşuyor. Türk Telekom pişmanlıktır. Kendim de Prime kullanıyorum, yine de fayda etmiyor.","","#Prime"
"Türk Telekom Trt1 HD Yayını Yok","06 Temmuz 20:13","329","TRT1 yayını var ancak TRT1 HD yayını ne hikmetse maç günü sinyal yok uyarısı veriyor. Parasız yayınlar çalışıyor ama parayla izlediğimiz Tivibu yayın vermiyor. Müşteri hizmetleri 1 saattir bağlanmıyor. Bağlanan temsilci arkadaş tekrar başa atıyor. 1 saat daha beklemek gerekir.","",""
"Türk Telekom Sabit İnternet Arızası Yüzünden 2 Aydır İnternet Yok","06 Temmuz 19:59","301","Hatay/Kumlu Batı Ayrancı Mahallesi No: 8, 0 (531*********57 abone numaralı sabit internetimiz arıza yüzünden evde internetimiz yok. Durumu onlarca kez bildirmeme rağmen 2 ayı aşkın bir süredir ekipler kontrole veya arıza onarmaya gelmedi. Biz dahil 3 evde internet yok. Hızlı bir şekilde arızanın gid","...","#İnternet"
"Türk Telekom Fatura Fiyat Farkı Mağduriyeti","06 Temmuz 19:46","453","TT müşteri hizmetlerinden arandım Turkcell'de taahhüdüm bittiğini ve cayma bedeli ödemeden geçiş yapabileceğimi söylediler. Tarife önerdiler kabul ettim. Turkcell bana 800 TL'lik fatura çıkardı. TT bana önerdiği tarife 280 TL idi. 800 TL'lik fatura çıkarıyor. Taahhütsüz işlem yapılmış. Arayıp şikaye","...","#Fatura ödeme"
"Türk Telekom Sim Kart Hatası","06 Temmuz 19:39","324","Türk Telekom hizmetinden memnun değilim Arama geldiğinde, cevaplamak için onay ikonuna bastığımda ""arayanı reddediyor! "" Önce telefondan zannettim ve yeni bir telefon aldım. Yeni aldığım telefona sim kartı taktığımda aynı hatayı verdi. Boşu boşuna 15.000TL'm cereme oldu. Sıfırladım yine olmuyor. Mu","...","#Sim"
"Türk Telekom Mersin Taşucu Yenikent Sokak","06 Temmuz 19:39","314","26 Haziran 2024 de nakil için 13.00 ile 18.00 arasında Türk Telekom evde internetimi başka adrese nakil için geleceklerini ve kurulum yapacaklarını söylediler. O tarihten bu yana 2 kere şikayet mesajı ve 4 ya da 5 kere nakil için randevu oluşturdum. Türk Telekom'un nakil için verdikleri randevu günü","...","#İnternet"
"Tivibu TRT 1 İzlenmiyor","06 Temmuz 19:33","215","Tivibu Trt1 kanalını izleyemiyorum üstelik de sürekli müşteri hizmetlerini aramama rağmen çözüm bulamıyorlar sadece trt1 çekmemesi maç izleyemiyoruz..., ... ... ... . ...... ... .... ... ...","",""
"Hat Üstüne Alma Bayi Ücreti Yalanı Manisa Ulupark Türk Telekom","06 Temmuz 19:19","766","Merhaba, 22 Haziran 2024 tarihinde +90 ***********39 telefon numarasını üzerime almak için Manisa Ulupark Türk Telekom şubesine gittik. İşlemi yapan E*** M*** bize faturaya yansıtılan işlem ücretinin dışında 500 TL'lik ek bir bayi işlem ücreti olduğunu söyledi ve sadece nakit kabul edildiğini belirt","...","#Hat Devir"
"Türk Telekom Port Doluluğu Çözümlensin","06 Temmuz 19:12","237","Şehrin göbeğinde port doluluğundan evime internet bağlatamıyorum. Bu sorunun en kısa sürede çözülmesini istiyorum. Evimde Wi-Fi kullanmak herkes kadar benim de hakkım. Lütfen buna bir çözüm getirilsin. Port dolu deyip kenara çekilmek sorun çözmüyor. Teşekkürler.","","#İnternet"
"Türk Telekom Data Hattı Etimesgut","06 Temmuz 19:06","652","Türk Telekom mobil hat, internet hiçbir şekilde çekmiyor. Ocak 2024 data hattı (50 GB) aldım. Keşke almasaydım. 6 ay geçti, boşuna ödüyorum. Kullanamıyorum ki. Daha önce kaç kez aradım, bildirdim. Çözüm yok. Sonuç sıfır. Yer: Topçu Mahallesi, Elvankent, Etimesgut.","","#İnternet"
"Türk Telekom Taahhüdü Bittiği Halde Cayma Bedeli Almak Nedir?","06 Temmuz 19:05","492","İçeriği çok kötü olduğu için kullanmadığım Tivibu paketini taahhüdü bitene kadar mecburen ödüyordum. Bu ay 250 TL Tivibu faturası geldi. Taahhüt süresi bittiği halde cayma bedeli isteniyor. Sizden bir daha asla alışverişim olmaz. Müşteri hizmetleri diye bir şey yok zaten, açmıyorlar. 0 memnuniyet.","","#Fatura ödeme"
"Türk Telekom Neredesin? Bir Çözüm Bekliyoruz,1 Ay Oldu!","06 Temmuz 18:58","181","Türk Telekom'un yazlık internetini geçen yıl bağlattık. Bu yıl arayıp açtırmamıza rağmen çalışmıyor. Defalarca aradık, şikayet oluşturduk bir çözüm yok. Her gün en kısa zamanda halledilecek mesajı gönderiyorlar. Gecen gün görevli geldi, inceledi, bir de aşağıdan bakayım dedi. Sonra da hiç çözümsüz h","...",""
"Türk Telekom İnternet Hızı Bağlantı Kopukluğu","06 Temmuz 18:58","11.098","Türk Telekom internet hızım çok fazla ağırlaştı birkaç kere aramama rağmen bir gün düzeliyor sonra tekrar aynı oluyor ayrıca eskiden 20 dakikada ancak müşteri temsilcisine ulaşabiliyorlar şu an da müşteri temsilcisine bağlanma aşamasında işleminize devam edemiyoruz deyip tele sekreter kapanıyor. Yet","...","#İnternet"
"Telekom İnternet Wi-Fi Kopma Sorunu","06 Temmuz 18:58","749","Wi-Fi kopma sorunu Türk Telekom Premium 100 internet paketi kullanıyorum. Son 10 gündür Wi-Fi'de kopmalar yaşıyorum. Müşteri hizmetleri yardımcı olmuyor. Sorun yok diyorlar ama Wi-Fi sürekli kopuyor. Modemin yanında dahi olsam en pahalı interneti kullanıyorum, yine de memnun değilim. Çözüm üretmiyor","...","#İnternet"
"Türk Telekom 15 Gündür Çalışmayan İnternet Ve Sınav Stresi","06 Temmuz 18:58","338","Ben Barak Mahallesi 16 numaralı sokak, no 14 Şahinbey, Gaziantep adresindeki internetim 15 gündür çalışmıyor. Acil internetimin arızasının giderilmesini istiyorum. Çok acil, ders çalışamıyorum. Lütfen, hafta sonu sınavım var. Müşteri hizmetlerinden de verim alamıyorum.","","#İnternet"
"Türk Telekom Tarife Değişikliği Sonrası Yüksek Fatura Şikayeti","06 Temmuz 18:51","725","Tarife değişikliği sonrası ilk faturaya özel eski tarife ücretinin tümü ve yeni tarifenin kullanılan gün ücreti (kullanım haklarından biri biterse tam ücreti) toplamı aylık tarife ücreti olarak faturaya yansır. Sonraki ayda sadece yeni tarife ücreti alınır. B001 böyle mesaj attıkları halde yüksek fa","...","#Fatura ödeme"
"Türk Telekom Telekom Şehir Merkezinde Çekmiyor.","06 Temmuz 18:44","206","Türk Telekom GSM hattım şehir merkezinde çekmiyor. İş yerindeki birçok arkadaş da aynı dertten muzdarip. Telefon ile görüşme yapmak çok zor, internete bağlanmak neredeyse imkansız. Bir an evvel bulunduğumuz bölgede bu sorunun giderilmesini istiyoruz. Adres: Özgürlük Mh. Muammer Aksoy Cd. 230 Sk. No:","...",""
"Türk Telekom Faturanın Fazla Yansıması","06 Temmuz 18:38","458","Türk Telekom fatura hatası hakkında Faturalı hattımda Turkcell Prime 25 GB paketi dahilinde internet hakkım mevcut fakat kullanamıyorum. Fatura tutarı 180 TL olarak onayladığım halde 320 TL geliyor. Böyle bir saçmalık olamaz. Acil tarafıma geri dönüş yapılsın!","","#Prime"
"Türk Telekom İnternet Hiçbir Şekilde Çekmiyor Hiç Kimseye Ulaşamıyoruz","06 Temmuz 18:31","1.569","Türk Telekom'dan taşınabilir internet magnet aldık. İnternetimiz hiçbir şekilde çekmiyor. Müşteri hizmetlerini arıyoruz, talep açıyorlar, evimize kimse gelip gitmiyor, hiç kimse aramıyor, hiç kimse ilgilenmiyor. Bu kadar sorumsuz bir şey olamaz. Yani hiçbir şekilde ulaşamıyoruz ve çok mağdur olduk.","","#Magnet"
"TTNET Evde İnternet 3. Kez Fatura Ödemesi Talep Ediyor","06 Temmuz 18:31","398","TTNET Evde internete Haziran ayında iki kez ödeme yaptım. Faturayı manuel olarak kendim ödedim, daha sonra otomatik ödeme talimatında olduğu için ikinci kez aynı tutarı hesabımdan çekti. İade için müşteri hizmetlerini aradım, e-devlet üzerinden yapabileceğim söylendi. Ya da kalan bakiyenin bir sonra","...","#Fatura ödeme"
