"complaint-layer","js-tooltip","js-view-count","complaint-description","ellipsis-text"
"Eti Gıda Karam Bitter Bozuk Çikolata","19 Kasım 2021 15:59","840","Eti Karam bitter aldım çikolata küflü çıktı etiden böyle bir şey beklenmezdi bir daha almayacağım ayrıca dava açacağım yazık yazık gerçekten insan sağlığı önemli olmalı kalite kontrol denilen bir şey var daha son kullanma tarihi gelmemiş malzemenin küften görünmüyor.",""
"Eti Gıda Dağıtıcı Firma Ürün Vermiyor","19 Kasım 2021 13:10","1.339","Ankara'da Dilek Gıda Dağıtım firması zam geçişi olacağı için rutin olarak aldığımız ürünleri yok satıyor. Bunu her geçiş döneminde ısrarla yapıyor ve müşterilerimize karşı mahcup oluyoruz. Dun araçlarında ne bir koli kek ne bisküvi grubundan çikolatalar dan bir ürün yoktu. Bu kadar da olmaz. Bir an","..."
"Eti Gıda Erimeyen Biberonu Tıkayan Cici Bebe","18 Kasım 2021 15:57","411","",""
"Eti Gıda Tarihi Geçmemesine Rağmen Ürün Sertleşmesi","18 Kasım 2021 00:13","719","Eti ürünü sertleşmiş. Çocuklar için aldığım Eti puf tarihi geçmemesine rağmen sertleşmiş, yenilmeyecek bir sertlikte elimizde bulunmaktadır. Ürünü marketten toplu olarak aldım. Markete, iade için döndüğümde iade kabul edilmedi ve ürün elimde kalmıştır.",""
"Eti Gıda Burçak Sütlü Çikolatalı Bisküvi Rezaleti","17 Kasım 2021 15:23","1.572","Çorum Ankara karayolu üzerindeki Opet Koloğlu benzin istasyonundan 27.10.2021 tarihinde Eti Burçak Çikolatalı bisküvi satın almıştım. Paketi açtığımda çikolataların üzerinde küf gibi bazı beyazlıklar gördüm. Parti no ve Son Tüketim Tarihinin yazdığı kısmı ve bisküvi üzerindeki lekelerin olduğu fotoğ","..."
"Eti Gıda Sağlığa ve Hijyene Aykırı Olarak Kapalı Pakette Böcekler Olması","16 Kasım 2021 23:10","865","TETT'ni kontrol ettiğim ve 1 yıl civarı ömrü olan Eti Hoşbeş gofret içerisinde 2 küçük böcek vardı. İlk fark ettiğim böceğin (odada hiç böcek olmamasına rağmen) bir şekilde benim tarafımdan düşürülmüş olma ihtimalini düşünüp gofreti dökmeye yeltendiğimde tam olarak iki gofret dilimi arasında başka b","..."
"Eti Gıda Süt Burger Küflü Çıktı Paketten","16 Kasım 2021 16:48","576","Aldığım süt burger tarihi geçmemesine rağmen küflü çıktı paketten. Son tüketim tarihinin dolmasına daha var. Bunu çocuklar yiyor çocukların eline veriyoruz biraz özen gösterin nedir bu. O son tüketim tarihi doğru olmayacaksa ne oraya konuluyor. Şikayetçiyim!",""
"Eti Pronot Glutensiz Kakaolu Mini Kekten Canlı Kurt Çıktı","16 Kasım 2021 15:20","592","2 yaşındaki oğluma aldığım Eti pronot glutensiz kakaolu mini kek den canlı kurt çıktı. Birkaç tane yemiş bulunduk umarım onlarda da yoktu. Fotoğrafını ve videosunu çektim firma istediği takdirde gösterebilirim. Burada yayınlayıp kimsenin midesini bulandırmak istemiyorum. Bu kadar güvendiğim bir mark","..."
"Eti Gıda Hoşbeş'lerin Eksikliği ve Renklerinin Farklılığı","16 Kasım 2021 14:31","1.021","Bim'den aldığım hoşbeş paketini açtığımda içinde eksik parçaların olduğu gofretlerin bulunduğunu fark ettim ve bazı gofretlerin birbirinden farklı renklere sahip olduğunu görmekteyim. Paketim yarısı eksik hoşbeş lerle dolu ve diğer yarısı koyu renkli hoşbeş ler var.",""
"Eti Pop Kek İçinden Plastik Çıktı","16 Kasım 2021 13:00","363","Genelde Eti ürünlerini her gün alır yerim ama son aldığım şaşırdım. Ürünü içinden plastik çıktı. Plastik sonuçta tehlikeli olabilir.",""
"Eti Gıda  Ürünlerini Yok Sattırıyor","16 Kasım 2021 09:21","411","Erzurum bölge son bir aydır esnafa kısıtlı ürün dağıtıyor spot mağazalarda bu sorun yok. Çifte standart mı yapılıyor?Özellikle kek gurubu varsa bir sorun ivedilikle çözüme kavuşturulsun yoksa da yetkililer sahaya çıkıp esnafı bu konu hakkında bilgilendirsin. Kimse oturarak para kazanmıyor, herkes iş","..."
"Eti Çikolatalı Gofretten Şifre Çıkmadı","16 Kasım 2021 01:19","939","Eti gofret içinde şifre çıkmadı. Kampanya yapılıyor fakat paketler hatalı. Şifreler ya zar zor okunuyor ya da hiç şifre çıkmıyor. Lütfen bu soruna bir çözüm bulunsun. İnsanlar bir umutla başvuru yapmak için açıyorlar bu paketleri. Mail yollayamıyorum.",""
"Eti Gıda Son Kullanma Tarihi Geçmiş Ürün","15 Kasım 2021 22:49","579","Getir'den 1 2 gün önce sipariş verdim siparişimde Eti Canga vardı geldi ama son kullanma tarihi 25.10.2021 son kullanma tarihi geçmiş ürün yollandı ilgilenirseniz sevinirim güvenip bir yere sipariş veremeyecek miyiz cidden çok sinirlendim geri dönüş yapılırsa sevinirim.",""
"Eti Gıda Çikolatalı Gofret","15 Kasım 2021 20:23","242","Bugün Eti çikolatalı gofret aldım içinden taş gibi bir cisim çıktı dişimi kırıyordu. Bu ihmal nasıl karşılanacak? Eti yetkililerini göreve çağırıyorum. Bir gıda ürününün bu denli sorumsuz yapılması çok kötü.",""
"Eti Gıda Çikolata İçinden Demir Parçası Çıktı!","15 Kasım 2021 16:46","600","Eti markasına güvenip her zaman aldığımız Eti Canga içinden bir şekilde demir parçası karışmış nasıl olur böyle bir şey emin olduğum tek şey sıyrılmış bir makine parçası olduğu Allah'tan çocuk yutmadı dişi kırılmadı.",""
"Eti Bidolu Ürününden İki Adet Kurt Çıktı","14 Kasım 2021 22:19","859","Eti Bidolu paketinin içinden kurt çıktı hayretler içerisindeyim içini resmen ufatmıştı son tüketim tarihi 01/06/2022 olan ürün neden böyle olur anlamış değilim Eti gibi çok sevdiğim ürünlerini sürekli tükettiğim firmanın ürününden çıkan bu sorun beni üzdü.",""
"Çankırı Eti Ürünleri Temin Sorunu","14 Kasım 2021 17:15","762","Çankırı distribütörü bayiiliği bırakmış olmakla birlikte ürün temini yapamıyoruz bundan dolayı mağdur ediliyorum gerekli aksaklıkların giderilmesi talep ediyorum. Aynı zamanda ilimizde bulunan temsilcisinin saygısız tavırlarından dolayı uyarılmasını talep ediyorum markanızın kurumsal kimliğine yakış","..."
"Eti Cin Bisküvi Kurtlu Çıktı","14 Kasım 2021 17:08","1.090","Carrefour Marketten yeni aldığım büyük cin bisküvi paketinde jelatinin içinde açar açmaz bir sürü kurt iyice olgunlaşmış halde ve canlı çıktı. Eğer bakmadan yeseydim ne olacaktı hamileyim üstelik. Hemen fotoğraflarını çektim jelatinle ve bisküvi paketiyle birlikte olduğu yerden görüntüledim. Olacak","..."
"Yarım Kalan Eti Puf Keyfi","14 Kasım 2021 15:45","387","",""
"Eti Gıda Çikolatanın Garip Görüntüsü","14 Kasım 2021 12:13","365","Dün arkadaşım Eti bitter Karam alıp gelmişti, görüntüsü çok şaşırttı, kardeşim benden habersiz yemiş son parçasını paylaşıyorum şu an. Bu normal mi bilgi lütfen. Bittere benzeyen bir yanı yok çok garip bir görüntüsü var, tadına baktım lezzeti yok Eti şaşırttı çok üzgünüm.",""
"Eti Gıda Cici Bebe Tam Tahıllı Olan Üründen Böcek Çıktı","14 Kasım 2021 04:51","515","13/11/ 2021 tarihinde Migros'tan almış olduğum Eti Cici Bebe tam tahıllı içerisinden gerçekten tam tarla olan bir ürün çıktı. Hamam böceği. Bütün ürünü hepsini çöpe attım. Bu durumda hijyenik ortamlarda iletilmediğini kanısına varabilirim.",""
"Eti Gıda Bozuk Çikolata","14 Kasım 2021 03:14","200","Son zamanlarda aldığım tüm Eti çikolatalar bu şekilde kuru ve bozulmuş çıkıyor artık almamaya karar verdim! Gerçekten hayal kırıklığı bu markaya hiç yakışmadı bence...",""
"Eti Gıda Hoşbeş Yarım Çıktı!","13 Kasım 2021 22:53","789","Bakkaldan hoşbeş aldım ve paketi açınca iki tanesi ısıtılmış gibiydi acaba kırıldı mi diye paketin içerisine baktım İçim bir değişik oldu yiyemediğim için hepsini çöpe attım o iki adeti duruyor ve resimlerini çektim.",""
"Eti Gıda Bisküvinin Üzerinde Kurt Çıktı","13 Kasım 2021 17:30","554","Paketin içindeki bisküvinin üzerinde kürt çıktı. Böyle bir şey Nasıl olabilir. Üretim ve paketleme daha titiz yapılmalı denetimler artırılmalı. Yiyeceğin içinde böyle bir şey olması mide bulandırıcı bir daha alıp yiyebileceğimi sanmıyorum. Yediklerimizin içinden ne çıkar diye emin olmadan nasıl tüke","..."
"Eti Gıda Kurtlu Bisküvi Çıktı","13 Kasım 2021 11:12","780","Müşteriye sattığım Eti susamlı bisküvi 5dakika sonra geri getirildi. Bisküvi canlı kurt içinde. Küflü STK si 10.07. 2022 yeni ürün kurtlar canlı, videoya kayıt aldım. İşletmenin kariyer babında medyada paylaşım şu an yapmıyorum. İlgilenen olmadığı takdirde sosyal medya Tüketici Hakları'na başvuru ya","..."
"Eti Gıda Hoşbeşin İçinden Çıkan Siyah Küçük Madde","12 Kasım 2021 19:34","953","Bugün, avcılar/parseller ilçesine bağlı, Bim marketten kardeşime isteği üzerine hoşbeş aldım. Bir kısmını tükettikten hemen sonra, çilekli Eti hoşbeşin gofretlerinin bir tanesinin içinde, ne olduğunu bilmediğim, rengi siyah olan bir maddeyle karşılaştım. İnanın hiç yakıştıramadım. Artık tercih edece","..."
"Eti Gıda Hijyen Sorunu","12 Kasım 2021 18:58","801","Eskişehir ili merkez ilçesinde bulunan bir kamu marketinden aldığımız son tüketim tarihi 04/08/2022 olan Eti çifte kavrulmuş fındıklı kare çikolatanın ambalajlı olan paketinin içinden güve gibi küçük kurt çıktı. Eti gibi ülkenin önde gelen gıda şirketinin ambalajlı ve kapalı bir gıdanın içinden böyl","..."
"Eti Gıda Son Kullanma Tarihi Geçmiş Çikolata","12 Kasım 2021 13:52","510","11.11.2021 tarihinde mahallemdeki bakkaldan Eti ahenk çikolata aldım. Son kullanma tarihi 25.03.2021. Bu bakkallar hiç denetlenmiyor mu? İnsanların sağlığıyla oynamak bu kadar kolay mı? Eti neden ürünlerini kontrol etmiyor? Bir iki gün geçse anlarım ama koskoca ""8 ay"" geçmiş. Yetkililerden geri dönü","..."
"Eti Gıda Kurtlu Bisküvi","12 Kasım 2021 12:59","4.403","Geçtiğimiz hafta marketten Eti yulaflı bisküvi aldım. Paketi açtığımda kurtçuklar bisküvilerin içinde dans ediyorlardı. Allah'tan yanımda iki arkadaşım vardı. Müşteri hizmetleri ile görüştüm. Dönüş yapıldı ama aydınlatıcı ve sorumluluk bilinci olmadan bir açıklama yaparak raflarda uzun süre kalmasın","..."
"Eti Gıda Ticari Aracının Trafik Canavarı Tutumu","12 Kasım 2021 10:12","515","06 ***7 plakalı dağıtım aracı, 12 Kasım 2021 saat 9.30 civarında Ankara- cumhurbaşkanlığı bakanlık arasındaki kavşakta ışıklardan geçerken aracımı sağa sıkıştırıp üzerime sürmüştür. Ardından kaza yaptırmaya çalışarak, aniden önümde durup, arkadan vurdurmaya çalışmıştır. Sonra koca araçla yine aynı","..."
"Eti Gıda Gong pops Üründeki Bayatlık","11 Kasım 2021 19:25","815","Bugün Migros'tan aldığım Eti Gong pops üzerinde son kullanma tarihi mart 2022 yazmasına rağmen bayattı içindekiler.",""
"Eti Puf Bayat","11 Kasım 2021 19:21","328","Satın aldığım kakaolu Eti puf serisi bayat çıktı. Tekrar aldım yine aynı şekilde. Uzun süredir bildirmek için elimde tutuyordum hala STK gelmedi. 10/12/2021. İki aldığımız seri de oldukça bayat birbirinden asla kopmayan sert sakız gibi bir kıvamda idi.",""
"Eti Gıda Cici Bebe Küflenme","11 Kasım 2021 18:03","443","Marketten aldığım Eti Cici Bebe'de küflenme sorunu yaşadık nasıl oluyor da böyle bir firmada böyle bir şey yaşanıyor Bebek için aldık sonuçta büyük hayal kırıklığı artık markalara da güven olmuyor. Müşteri hizmetlerini aradık sadece ilgili birimlere ileteceğiz diyorlar ne kadar doğru bilmiyorum.",""
"Eti Mini Kek Muzlu Yarım Çıktı","11 Kasım 2021 15:08","559","Dün akşam büyük bir marketten Eti mini paket aldım 30'lu ve hiç firmaya yakışmayacak şeyle karşılaştım ve yorumlara bakıyorum daha önce de başınıza gelmiş ve açılmamış paketin içinde ısırıp yarım paketlenmiş kek çıktı sanırım daha fazla dikkat ve kontrol gerekir ve gerçekten.",""
"Eti Gıda Çekiliş İçin Kişisel Veri Onayı!","10 Kasım 2021 22:40","1.408","Çekilişe katılmak için istenen onaylar kişisel verilerimizin yurt içi ve dışındaki firmalarla paylaşılmasın kabul etmezsek katılamıyoruz. Bu bilgileri nereye kime satacaksınız ya da kime neye hizmet edeceksiniz. Eti benim için bitmiştir.",""
"Eti Gıda  Paketlemede  Haksızlık Yapıyor!","10 Kasım 2021 21:25","606","Eti Popkek bitterli 30'lu mini paket içerisinden sadece 28 tane mini paket çıktı. Madem 28 adetlik mini paketlere koyuyorsunuz neden üzerine 30 mini paket yazıyorsunuz? Daha önce de Eti Popkek muzlu 30 'lu mini pakette yaşamıştım. İçerisinden 26 adet mini paket çıkmıştı. Bunu Eti gibi bir markadan b","..."
"Eti Gıda Yiyecekten Taş Çıkması","10 Kasım 2021 15:25","607","Biraz önce Eti markasının Lifalif isimli Kuru yemişi ürününden yedim. Yerken sert bir cismin ağzımda olduğunu fark ettim. Ağzımdan çıkarıp bakınca büyükçe bir taş olduğunu gördüm. Az kalsın dişimi kıracaktım. Taşın büyüklüğünü görselde görebilirsiniz.",""
"Eti Gıda Aldığım Benimo Tadında Ekşime Vardı","10 Kasım 2021 13:49","417","Geçen hafta aldığım Eti benimonun ekşime tadı geliyordu hiç yiyemeden çöp attık sürekli severek yediğim benimo böyle olması beni üzdü artık almaya korkuyorum hem çok seviyorum hem de almıyorum tekrar olmasından da oysa çok memnundum by by.",""
"Eti Gıda Yulafta Kurt Çıktı","10 Kasım 2021 10:42","1.864","Etinin yulaf paketinde kurt çıktı. Korkmam ama tiksintiyle çöpe attım paketi, daha da dokunmak istemiyorum. Çok üzücü, sanırım üretim anında paketin içine düşmüş ve yulafla aynı renkti, ilk önce son kullanma tarihi geçmiş sandım ama geçmemişti, gitti koca paket.",""
"Eti Gıda Popkek'ten Saç Çıkması","10 Kasım 2021 10:41","783","10.11.2021 tarihinde aldığım Eti Popkek ürününün içerisinden bariz bir şekilde görünen saç çıktı. Paketli bir ambalajdan nasıl saç çıkabilir? Böyle bir firma nasıl buna dikkat etmez? Hijyenin önemli olduğu bu süreçte nasıl böyle bir dikkatsizlik yapabilirler? Ben eğer fark etmeseydim onu yemiş olaca","..."
"Eti Çikolatadan Taş Parçası Gibi Bir Şey Çıktı!","09 Kasım 2021 23:08","984","8 Kasım 2021 tarihinde Hakmar marketten aldığım Eti Canga çikolata 60gr'lık paketten 3 adet ufak ufak taş parçaları çıktı. Önce kabuk falan sandık ama","..."
"Eti Stokçuluk Yapıyor","09 Kasım 2021 22:18","1.207","Eti grubu son zamanlarda zam gelecek ürünleri piyasaya sürmüyor, mal saklıyor, stokçuluk yapıyor. Buradan yetkililere de sesleniyorum; mesela olmayan ürünlerden Karam Gurme Browni inters dikkat edin piyasaya zamlı çıkacak, başka ürünlerde var ama şu an için hatırlamıyorum! Koskoca firma ucun besin p","..."
"Eti Gıda Muhatap Bulamıyorum!","09 Kasım 2021 13:50","372","Sivas merkezden yazıyorum, demir gıda olarak. Eğer Eti ile bir problem yaşarsanız kesinlikle muhatap bulamıyorsun. 2 aydır dükkanıma mal gelmiyor, ben de Eti satmayı bıraktım. Satışçısı geldi, mal yazarken 'etiket var mı? ' dedim, ""Yok! "" dedi. Şaka yollu 'fiyatları nereye yazalım, u****'e mi yazalı","..."
"Eti Gıda Şifreler Okunmuyor Yazılar Çok Silik","09 Kasım 2021 11:59","808","Aldığımız çikolata paketin deki şifre okunmuyor. Çok silik yazılmış ve son hanesindeki rakam ya da harf hiç okunmuyor. Bu yüzden çekilişe katılamıyorum. İçinde şifreleri okuyamıyorsak neden alıyoruz. Şifreler neden okunaklı yazılmıyor.",""
"Eti Hoşbeş Gofreti İçinden Plastik Çıkması","09 Kasım 2021 02:08","1.219","Eti Hoşbeş Hindistan cevizli gofretinizin içinden büyük bir jelatin benzeri plastik çıktı ben sürekli bu gofreti yerim ama asla böyle bir şeyle karşılaşacağımı zannetmezdim gerçekten çok üzüldüm böyle köklü bir şirketin ürününden böyle bir şey çıkması üzücü.",""
"Eti Gıda Üretim Hatalı Balık Krakerler!","09 Kasım 2021 01:41","696","Her zaman severek tükettiğim balık kraker bu kez üretim hatalı çıktı. Büyük bir firmanın ürününü kontrol etmeden piyasaya sürmesine ne demeli. Paketin içerisinde balıklar yapışmış bir şekildeydi. 3 kuruşluk ürün belki ama bu şekilde kontrolsüz olmaları hoş değil.",""
"Eti Çikolatanın Yarım Çıkması","08 Kasım 2021 23:05","1.003","Eti Canga aldım yarısı yoktu geri mağazaya götürdüm iade dedim iade edemeyiz dedi, ambalajı bile kapalı yarım çıktı zaten 50 60 gr ancak çikolata yarısı da boş çıkıyor yazıklar olsun Eti o kadar kuruluşlu şirket gramajdan çalıyor Eti dönüş bekliyorum Tüketici Hakem Heyeti'ne başvuru sağlarım biz saf","..."
"Eti Gıda Sağlıksız Tehlike Yaratan Üretim","08 Kasım 2021 21:12","778","Satın aldığım ürününüzden şikayetçiyim Eti Canga çikolatayı ısırdım dişimin çok sert cisim geldi dişimi neredeyse kıracak şekilde sert olan parçayı kontrol etmek için baktığımda Küçük tahta parçaları olduğunu gördüm çikolatanın içinde de yabancı cisim olduğunu gördüm şikayetçiyim.",""
"Eti Tarihi Geçmiş Ürün Şikayeti","08 Kasım 2021 21:05","918","Ben Eti browni kek aldım ama almaz olaydım tarihi geçmiş midem bulandı 2 saattir kusuyorum mahvoldu midem 3 kişi yedi 3 müzede midemiz altüst oldu tarihi geçmiş 2 ay geçmiş halen satıyorlar midelerimiz mahvoldu tarihi olmuş 12.09.2021.",""
