"complaint-layer","complaint-layer href","username","js-tooltip","js-view-count","complaint-description","ellipsis-text","sv-model-button","sv-model-button href","large-view src"
"Superonline Paket Değişikliği Karmaşası Ve Mağduriyetim","https://www.sikayetvar.com/superonline/superonline-paket-degisikligi-karmasasi-ve-magduriyetim","Fırat","02 Mart 19:33","959","GenTech Bayi'nin 0850 202 15 32 numaralı hattından O*** Bey tarafından arandım ve paketimin değişmesi gerektiği söylendi. Oysa müşteri temsilcisini aradığımda böyle bir durumun söz konusu olmadığı belirtildi. Şu anki paketimle 260 Lira daha fazla ödeyeceğim; yani bayi tarafından hiçbir sebep olmadan","...","","",""
"Superonline İnternet Cayma Bedelinin Karşılanmaması Ve Yanıltması!","https://www.sikayetvar.com/superonline/superonline-internet-cayma-bedelinin-karsilanmamasi-ve-yaniltmasi","Ayhan","02 Mart 19:32","464","Superonline ile ilgili yaşadığım olumsuz deneyimi paylaşmak istiyorum. Ocak ayında 12 ay süreyle taahhüt verdim. Diğer operatörden kaynaklanan cayma bedelinin 600 TL'ye kadar karşılanacağı ve faturamı ilettiğimde indirim bedeli olarak faturama yansıtılacağı belirtilmişti. İlgili tüm ses kayıtları da","...","#Abonelik","https://www.sikayetvar.com/superonline/abonelik",""
"Superonline Sahte Fatura Uyduruyor","https://www.sikayetvar.com/superonline/superonline-sahte-fatura-uyduruyor","Ramazan","02 Mart 19:06","240","Turkcell Superonline internet kullanmıyorum hiç kullanmadım, Türk Telekom kullanıyorum evimde ama 7 aydır Turkcell telefon faturama ek 4.06 TL ilave fatura ekliyor. Superonline müşteri hizmetlerine bağlanamıyorum nereden musallat oldu bunlar anlamadım","","#Fatura Ödeme","https://www.sikayetvar.com/superonline/fatura-odeme",""
"Superonline İnternet Kesintisi Ve Teknik Ekibin Konuyla İlgilenmemesi","https://www.sikayetvar.com/superonline/superonline-internet-kesintisi-ve-teknik-ekibin-konuyla-ilgilenmemesi","Dilara","02 Mart 19:05","332","Superonline internet kullanıyoruz. İnternetimiz tüm gün boyunca yoktu. Sürekli düzeldi kontrol Edin şeklinde yönlendirildik ancak düzelmediğini söylememize rağmen bir aksiyon alınmadı. Arkadaşlar gün içerisinde geleceğiz, 45 dakika geleceğiz diye telefon etti ancak saatler geçti gelen kimse yok. Bu","...","#İnternet Kesintisi","https://www.sikayetvar.com/superonline/internet-kesintisi",""
"Superonline Temsilcileri Ne Yapmaya Çalışıyor!","https://www.sikayetvar.com/superonline/superonline-temsilcileri-ne-yapmaya-calisiyor","Ali","02 Mart 19:05","226","On gündür Superonline tarafından aranıyorum. 29 Şubat 2024 tarihinde bir iki saat ara ile iki kere arandım. İkisinde de size özel kampanya var diyerek fiyat teklifinde bulundular. İlk arayan 249 ya da 289 derken, ikinci arayan 325 - 405 gibi teklifte bulundu. İtiraz edince ise AA pardon şimdi baktım","...","","",""
"Superonline Aboneliğimi İptal Ettim 2 Sene Oldu Hala Fatura Kesilmekte","https://www.sikayetvar.com/superonline/superonline-aboneligimi-iptal-ettim-2-sene-oldu-hala-fatura-kesilmekte","Nurettin","02 Mart 19:05","202","Superonline aboneliğimi iptal ettim 2 se-ne oldu fakat hala fatura gelmekte, gereğinin yapılmasını istiyorum. En kısa sürede çözülmesini talep ediyorum. 2,38 TL kesiyorlar ne amaçla kesiliyor benden bu para. Aşağıda gelen mesajı ekledim. 2 sene içinde de bir lira iki lira vs bu tarz paralar fatura k","...","#Fatura Ödeme","https://www.sikayetvar.com/superonline/fatura-odeme","https://files.sikayetvar.com/complaint/2805/28054003/superonline-aboneligimi-iptal-ettim-2-sene-oldu-hala-fatura-kesilmekte-1_350x350.jpg"
"Turkcell Den Uzak Kalın","https://www.sikayetvar.com/superonline/turkcell-den-uzak-kalin","Hüseyin","02 Mart 18:58","220","Temmuz 2023 tarihinde Turkcell Superonline ile aboneliğim sona erdi. Taahhüt uzatmak için genel merkezden aradıklarını söyleyerek yeni bir teklif sunuldu. İlk 2 ayı ücretsiz, sonraki 4 ayı yak161 lira, son 6 ayı 189 lira olmak üzere 12 aylık anlaşma sağladık. İlk 7 ay doğru fatura geldi, ancak 8. Ay","...","#Fatura Ödeme","https://www.sikayetvar.com/superonline/fatura-odeme","https://files.sikayetvar.com/complaint/2805/28053950/turkcell-den-uzak-kalin-1_350x350.jpg"
"Superonline Müşteriyi Paket Hakkında Yanlış Bilgilendirmek","https://www.sikayetvar.com/superonline/superonline-musteriyi-paket-hakkinda-yanlis-bilgilendirmek","İrem","02 Mart 18:38","670","Ben İrem S****, sizlerin 50 Mbps 2 yıllık Superonline internet paketini evime bağlatmış bulunuyorum. Ek olarak sadece akıllı saati kabul ettim. Bu paketin ücreti 420 TL ve buraya kadar bir problemim yok. Ancak daha sonra aranıp 'Paketinize televizyon da dahil' denilerek bu konuşmanın ses kayıtlarını","...","","","https://files.sikayetvar.com/complaint/2805/28053747/superonline-musteriyi-paket-hakkinda-yanlis-bilgilendirmek-1_350x350.jpg"
"Superonline İnternet İle Ücretsiz TV Kampanyası Adı Altında Para Almak","https://www.sikayetvar.com/superonline/superonline-internet-ile-ucretsiz-tv-kampanyasi-adi-altinda-para-almak","Salih","02 Mart 18:17","343","Şubat ayında Turkcell Superonline ile aylık 290 TL karşılığında 1 yıllık fiber internet anlaşması yaptım. Kurulumdan 1 gün sonra müşteri hizmetleri aradı ücretsiz TV kurulumu hakkım olduğunu faturama ekstra herhangi bir ücret yansımayacağını belirtti ve bende TV kurulumunu kabul ettim. Bugün faturam","...","#Fiber İnternet","https://www.sikayetvar.com/superonline/fiber-internet","https://files.sikayetvar.com/complaint/2805/28053606/superonline-internet-ile-ucretsiz-tv-kampanyasi-adi-altinda-para-almak-1_350x350.jpg"
"Superonline Fiber İnternet Yenileme Sürecinde Yaşanan Mağduriyet","https://www.sikayetvar.com/superonline/superonline-fiber-internet-yenileme-surecinde-yasanan-magduriyet","Erdal","02 Mart 18:17","446","Superonline fiber internet taahhüdümü yeniledim ve bana her şey dahil aylık 450 TL ödeyeceğim söylendi. TV+ hizmetinin ücretsiz olacağı belirtildi; ancak sonradan TV+ için ücret yansıtıldı. Şimdi ise, hizmeti iptal etmek istediğimde, ilk ay olmasına rağmen cayma bedeli talep ediyorlar. İnternet hizm","...","#Fiber İnternet","https://www.sikayetvar.com/superonline/fiber-internet",""
"Superonline Şikayet Kabul Etmiyor","https://www.sikayetvar.com/superonline/superonline-sikayet-kabul-etmiyor-1","Ramazan","02 Mart 18:10","959","Turkcell Superonline, internet yenileme işlemini 50 kere arayarak ve bitmesine 2 ay kala gerçekleştirdi. Bıktığımdan dolayı kabul ettim. 125 TL olan fatura, artık 400 TL olacak. Konu şu şekildeydi: 1 yıl taahhüt için aylık 330 TL ödeneceği ve yanında TV+ hediye edileceği belirtildi. Israrla TV'nin ü","...","","",""
"Turkcell Superonline İptal Edilen Aboneliğine Fatura Yansıtılması","https://www.sikayetvar.com/superonline/turkcell-superonline-iptal-edilen-aboneligine-fatura-yansitilmasi","Sümeyye","02 Mart 18:10","196","Ekim ayında iptal ettirdiğim Superonline aboneliği ve sonrasında ödediğim ürün ücretlerinden (modem ve TV Plus) sonra şimdi de hâlâ aynı abonelik numarasıyla bana fatura yansıtılıyor. Aboneliğim iptal edilmemiş miydi? Aylarca iptal ettirmek için uğraştım. 2023 Mart'ında taşındım ancak Ekim-Kasım gib","...","#Fatura Ödeme","https://www.sikayetvar.com/superonline/fatura-odeme",""
"Superonline 2 Aylık Ücretsiz İnternetim Olmasına Rağmen Fatura Çıkarmaları","https://www.sikayetvar.com/superonline/superonline-2-aylik-ucretsiz-internetim-olmasina-ragmen-fatura-cikarmalari","Erol","02 Mart 17:56","243","Turkcell Superonline'ın online özel iki aylık ücretsiz internet hizmetini kullanmama rağmen daha on gün kullanmış olmama karşın 150 TL fatura çıkartıldı. Müşteri hizmetlerini aradığımda taahhüt değişikliği yapıldığı belirtilerek şikayet oluşturulamayacağı ifade edilip görüşme sonlandırıldı. Faturamı","...","#Fatura Ödeme","https://www.sikayetvar.com/superonline/fatura-odeme",""
"Turkcell Superonline İnternet Kesintisi Ve Hizmet Yetersizliği","https://www.sikayetvar.com/superonline/turkcell-superonline-internet-kesintisi-ve-hizmet-yetersizligi-1","Hasan","02 Mart 17:56","238","Turkcell Superonline internetim 26 Şubat'tan beri çalışmıyor. Defalarca aradım, ilgileneceklerini söylediler fakat sorunum hâlâ devam ediyor. İç tesisat kaynaklı olmadığını elektrikçi ve internet uzmanı çağırarak tespit ettik. Ancak ne Superonline'dan ne de Türk Telekom'dan bir çözüm için kimse gelm","...","#İnternet Kesintisi","https://www.sikayetvar.com/superonline/internet-kesintisi","https://files.sikayetvar.com/complaint/2805/28053437/turkcell-superonline-internet-kesintisi-ve-hizmet-yetersizligi-1_350x350.jpg"
"","","Fatih","02 Mart 17:56","80","","","","",""
"Superonline İnternetsiz Ev İnterneti","https://www.sikayetvar.com/superonline/superonline-internetsiz-ev-interneti","Mertcan","02 Mart 17:49","864","Superonline ev internetimden asla faydalanamıyorum. Bir anda modemin üstünde kırmızı ışık yanmaya başladı ve internet gitti, ekiplerin mesaisi akşam altıda bitiyormuş, 24 saat bekleyeceğim internet için böyle saçmalık olamaz bu sorunu ilk defa yaşamıyorum modemin üstüne bağlamadıkları cihaz kalmadı.","...","","","https://files.sikayetvar.com/complaint/2805/28053373/superonline-internetsiz-ev-interneti-1_350x350.jpg"
"Superonline Aldatma Haksız Kazanç","https://www.sikayetvar.com/superonline/superonline-aldatma-haksiz-kazanc","Bilal","02 Mart 17:41","195","Kendi kafalarına göre televizyon ücreti çıkarıyorlar. Hiçbir şekilde abonelik yapmadım, ama beni üye yaparak ücret talep ediyorlar. 54611806 müşteri n","...","#Abonelik","https://www.sikayetvar.com/superonline/abonelik",""
"Superonline Faturalandırma Ve Hız Problemi","https://www.sikayetvar.com/superonline/superonline-faturalandirma-ve-hiz-problemi","Osman","02 Mart 17:28","323","","","#Modem","https://www.sikayetvar.com/superonline/modem","https://files.sikayetvar.com/complaint/2805/28053186/superonline-faturalandirma-ve-hiz-problemi-4_350x350.jpg"
"Superonline Biten Sözleşme İçin Her Ay Fatura Kesiyor Bana","https://www.sikayetvar.com/superonline/superonline-biten-sozlesme-icin-her-ay-fatura-kesiyor-bana","Amir","02 Mart 17:27","427","3 ay önce Superonline aboneliğimi iptal ettim ve sözleşmem bitti hata cihazı teslim ettim ama her ay bana borç mesajı geliyor. Sözleşmem bitti ve herhangi bir borcum ve ceza yok Muş dediler amma ondan sonra 243TL fatura çıktı sonraki ay119 sonraki ay 40TL bugün yine 40 TL! Kardeşim neden ben her ay","...","#Fatura Ödeme","https://www.sikayetvar.com/superonline/fatura-odeme","https://files.sikayetvar.com/complaint/2805/28053227/superonline-biten-sozlesme-icin-her-ay-fatura-kesiyor-bana-4_350x350.jpg"
"Turkcell Açma Kapama Ücreti","https://www.sikayetvar.com/superonline/turkcell-acma-kapama-ucreti-105","Ahmet","02 Mart 17:27","290","Turkcell Superonline fatura ödeme gecikmesi nedeniyle 160 TL açma-kapama bedeli yansıtıldı. Son ödeme tarihinin 11 Mart olarak görünmesine rağmen, 1 veya 2 Mart gibi erken bir tarihte bu bedelin yansıtılması etik değil. Turkcell gibi kurumsal bir firmanın bu şekilde bir durumu lehine çevirmesi hiç h","...","#Fatura Ödeme","https://www.sikayetvar.com/superonline/fatura-odeme","https://files.sikayetvar.com/complaint/2805/28053226/turkcell-acma-kapama-ucreti-1_350x350.jpg"
"Turkcell Superonline' In Yardım Sevmezliği","https://www.sikayetvar.com/superonline/turkcell-superonline-in-yardim-sevmezligi","İlyas","02 Mart 17:21","269","Turkcell Superonline üyeliğimi şehir değiştirmem sebebiyle 8 ay boyunca hiçbir suretle kullanmadım ve bu süreçte fatura ödemeye devam ettim. Sözleşmem","...","#Fatura Ödeme","https://www.sikayetvar.com/superonline/fatura-odeme",""
"Superonline Teknik Servis Ücreti İtirazı","https://www.sikayetvar.com/superonline/superonline-teknik-servis-ucreti-itirazi","Mustafa","02 Mart 17:08","617","24986942 hesap numaralı Superonline müşterisiyim. Evimde Superonline kesinti problemi yaşıyordum. Teknik servis geldi ve port ve altyapı problemi olduğunu söylediler. Kablonun çok eski olduğunu ve fiber kablonun değişmesi gerektiğini söylediler. Kabloyu değiştirdiler. Bugün faturama ek 600 TL. Daha","...","#Fiber İnternet","https://www.sikayetvar.com/superonline/fiber-internet",""
"Superonline Teknik Servis Ücreti","https://www.sikayetvar.com/superonline/superonline-teknik-servis-ucreti-45","Burak","02 Mart 17:08","310","Yıllardır Superonline internet abonesiyim ilk yaşadığım sorunla büyük bedel ödeyeceğim. Tüm hafta sonu internetin çekmediğine mi yanayım 3 gün sonra g","...","#Arıza","https://www.sikayetvar.com/superonline/ariza",""
"Superonline Cayma Bedeli İptali","https://www.sikayetvar.com/superonline/superonline-cayma-bedeli-iptali-12","Mehmet","02 Mart 16:26","267","Superonline'dan Eskişehir'de kullandığım 70521338 numaralı aboneliği Hatay'a taşınmam sebebiyle cayma bedelsiz iptal ettirmek istedim. İkametgahım yıkılan evimde olduğu için böyle bir şeyin mümkün olmadığı söylendi. Deprem bölgesine taşınıyorum ve hiçbir şekilde yardımcı olunmuyor. Bu konuda gereğin","...","#Cayma Bedeli","https://www.sikayetvar.com/superonline/cayma-bedeli",""
"Superonline Ev İnterneti Şikayet Var","https://www.sikayetvar.com/superonline/superonline-ev-interneti-sikayet-var","Hüseyin","02 Mart 16:04","229","Superonline şikayet var 21 Şubat 2024 günü ilettiğim şikayetime bina girişinde İnternet bağlantısı olduğu halde #Superonline firmasından bir ekip gelip arızayı gidermeye gelmedi.  Üniversite sınavına hazırlanan oğlum ve liseye giden kızım var. Pazartesi günü cayma bedeli ödemeden başka operatöre geç","...","#Cayma Bedeli","https://www.sikayetvar.com/superonline/cayma-bedeli","https://files.sikayetvar.com/complaint/2805/28052492/superonline-ev-interneti-sikayet-var-1_350x350.jpg"
"Turkcell Superonline Onay Almadan Faturama Paket Ekliyor","https://www.sikayetvar.com/superonline/turkcell-superonline-onay-almadan-faturama-paket-ekliyor","Erdem","02 Mart 15:57","169","Turkcell Superonline TV paketi eklemiş onay almadan. Benden 3/4 ay haberim olmadan bu parayı çekmişler. Bu cebimden para çekerek yapılan bir hata ve ben bu hataya deneme diyorum. Bu denemede yakalandılar. Aradık ve iade yapacaklarını söylediler. Fakat bu ay iade olmamış tekrar aradık inceleme yapaca","...","","",""
"Superonline Taahhüt Bitmiş Haber Verilmiyor Ve 3 Katı Fatura Kesiliyor","https://www.sikayetvar.com/superonline/superonline-taahhut-bitmis-haber-verilmiyor-ve-3-kati-fatura-kesiliyor","Mehmet","02 Mart 15:57","237","5998**91 numaralı ve muhtemelen 5-6 yıldır Superonline müşterisiyim. İnternet taahhüdüm bu ay sona ermiş ve haberim olmamış. Bana yaklaşık 1100 TL tutarında fatura çıkarmışlar. 'Faturamı yenileyin, indirim yapın' diyorum; ancak 'imkanı yok, taahhüt süreniz bitmiş' diyorlar ve 'takibi sizin yapmanız","...","#Fatura Ödeme","https://www.sikayetvar.com/superonline/fatura-odeme",""
"Superonline Engelli İndirimi Uygulamıyor","https://www.sikayetvar.com/superonline/superonline-engelli-indirimi-uygulamiyor-1","Murat","02 Mart 15:57","688","Bir ay önce engelli raporumuz ile başvurduğumuz halde engelli indirim oranı uygulanmamıştır. Yetkili servisteki Hilal Hanım'ın ilgilenmesine rağmen, ne yazık ki genel merkez işlemi gerçekleştirmemektedir. Eğer uygulamayacaksanız, başka bir sisteme geçme durumunda kalabilirdik. Acil olarak çözüm bulu","...","","",""
"Superonline Sürekli İnternet Kesintisi","https://www.sikayetvar.com/superonline/superonline-surekli-internet-kesintisi-71","Batuhan","02 Mart 15:43","406","Yıllardır Superonline kullanıyorum ama son 1 haftadır istisnasız her saat başı internetim sürekli ama sürekli 20 saniyeliğine gidip geliyor. Ankara'nın Altındağ ilçesinde oturuyorum. Her saatin 20. Dakikasında modemimden DSL ve İnternet ışığım sönüp tekrar geliyor. Bununla ilgili hiçbir yardım alamı","...","#İnternet Kesintisi","https://www.sikayetvar.com/superonline/internet-kesintisi",""
"Superonline Superbox Pişmanlıktır. Cayma Hakkım İhlal Edildi.","https://www.sikayetvar.com/superonline/superonline-superbox-pismanliktir-cayma-hakkim-ihlal-edildi","Osman","02 Mart 15:42","660","Turkcell Superbox 300mps alırsınız dediler ama max 70mps alıyoruz ve 7. Günün içerisinde çok düşük internet sağladığı için iptal ettirmek istiyorum. Cayma bedeli olarak bizden 1000 TL gibi bir rakam istiyorlar. Lakin 14 günlük cayma hakkımı ihlal ettiler. Gerekirse Tüketici Hakem Heyeti'ne dahil her","...","#Cayma Bedeli","https://www.sikayetvar.com/superonline/cayma-bedeli",""
"Turkcell İstem Dışı Aramalar Ve Kaba Personel Davranışlarından Şikayetçiyim","https://www.sikayetvar.com/superonline/turkcell-istem-disi-aramalar-ve-kaba-personel-davranislarindan-sikayetciyim","Ayşegül","02 Mart 15:15","70","Superonline internet için iznim olmaksızın arama tacizlerinizden gına geldi. Teklifi kabul etmeyince değişen personel üslubunuz da cabası. Hafta sonu beni +905*******36 numaradan arayarak rahatsız eden, üslup bilmez personelinize ve sizin tekliflerinize katlanmak zorunda değilim. Artık Turkcell'den","...","","","https://files.sikayetvar.com/complaint/2805/28052059/turkcell-istem-disi-aramalar-ve-kaba-personel-davranislarindan-sikayetciyim-1_350x350.jpg"
