"complaint-layer","js-tooltip","js-view-count","complaint-description","ellipsis-text"
"Ülker Çikolata Bitterli Rengi Sapsarı","14 Kasım 2021 16:05","1.007","Ülker bitter çikolata aldım. Ürün sapsarı, bozuk tadı. Çok kötü. Ürünlerinizi beğenerek alıyorum. Ama bu tarz sorunlar çok kötü. Sonuçta gıda sektörü","..."
"Ülker Ne İştah Kaldı Ne Yeme Zevki","14 Kasım 2021 14:59","544","Kızımın severek yediği ürünü alıp eve geldik eşim ve kızım hemen açıp birer tane ağızlarına attılar tam birer tane daha yiyeceklerdi ki ürünün içinde kurt olduğunu fark ettik. Hemen SKT sine baktık sorun yoktu ama bu iğrenç olayı gözümüzle gördük bir nasıl olabilir.",""
"Ülker Çikolata Bozuk Çıktı","13 Kasım 2021 17:41","304","Ülker çikolatası almıştım ama daha açarken parçalanıp içinden değişik bir görüntü çıktı, bozuk muhtemelen. Çok sorumsuzca bir davranış bozuk ürünü satışa sunmak mağduriyetimin giderilmesini rica ediyorum ismi geçen firmadan. Bilindik ünlü bir firma bu hatayı yapmamalı.",""
"Ülker Halley Bayat Üstelik Son Kullanma Tarihi Geçmemesine Rağmen","13 Kasım 2021 14:40","1.230","Halley 10'lu paketlerdeki bayat bisküvisi yüzünden yenmiyor yaklaşık 6 aydır durum bu maalesef ne zaman alsak çöpe gidiyor bisküvisi normalde daha açık renk iken şu anda koyu ve sert eski lezzeti ve tadı yok bir daha alım yapmayacağım, bu kaçıncı alışım ve atışım belki bize böyle denk gelmiştir dedi","..."
"Ülker Sütlü Çikolatanın Rengi Beyaz Çıktı","13 Kasım 2021 13:11","1.087","Bugün aldım aldığım Ülker Napoliten sütlü çikolatayı açtığımda çok şaşırdım çünkü beyaz çıktı ama beyaz çikolata da değildi sadece rengi beyazdı. Kokusu da tuhaftı. Tatlıda kullanmak için almıştım ama maalesef bozuk olup olmadığından emin olamadım o yüzden tatlım da da kullanamadım bu çikolatayı.",""
"Ülker Bozuk Tat Ve Koku","13 Kasım 2021 01:30","1.276","Coco Star 5li paketlerde kötü bir tat ve koku var, daha önce severek yediğim bu atıştırmalığı 4 adet 5li paket halinde aldım ve tüm paketlerden ürünle","..."
"Ülker Çekmeceli Çikolatadan Çıkan Kurt","13 Kasım 2021 00:42","876","Ülker çekmece çikolata aldık. Son kullanma tarihi 2022 olmasına rağmen içerisinden Kurt çıktı. Misafirimize rezil olduk. Gereğinin yapılmasını arz ederim. Fotoğraflar kanıtımızdır. Tüketici Hakem Heyetine başvuru yapılacaktır bilginiz olsun.",""
"Ülker Coco Starlar Bozuk Çıkıyor","12 Kasım 2021 23:18","471","Bugün getir üzerinden verdiğim siparişlerde Ülker Coco Star 5 adette vardı. Bildiğin bozuk alkollenmiş ve kötü kokulu bir tat. Bunları nasıl satıyorsunuz Ülker? Bir tanesini çocuk yemiş eğer çocuk zehirlenir ya da bir şey olursa bunlarla birlikte dava edeceğim sizi nasıl iş bu ya bir tanesi değil he","..."
"Ülker Finger Bozuldu Eski Tadı Yok","12 Kasım 2021 21:37","760","Bir keyfimiz vardı onu da bozmuşlar. Eskiden Ülker finger bisküvi alıp çaya batırıp yiyorduk. Hemen eriyordu. Tadı da güzeldi. Şimdi ise eski tadından","..."
"Ülker Alpella Harby Bisküvi Altındaki Yeşil Nokta","12 Kasım 2021 17:25","483","Ülker Alpella Harby sütlü bisküvi açtığımda altında yeşil renkte bir nokta olduğunu fark ettim. Küf gibi görünüyor ama tam bilemedim veya katkı maddesinden de olabileceğini düşündüm. Yetkililerden gerekli bir açıklama bekliyorum güvendiğimiz bir markadan ve sevdiğimiz bir bisküviden böyle bir hata i","..."
"Ülker Napoliten Bozuk Çikolata","12 Kasım 2021 15:33","672","",""
"Ülker Coco Star Bozuk Malları Hala Toplatmamış Pes!","12 Kasım 2021 14:08","692","2 hafta önce yazdığım şikayetin aynısı yine başıma geldi... Yine Coco Star ve yine aynı bozuk kokulu değişik tat... Nasıl olur bu kadar büyük bir firmanın tekrardan aynı hataya düşmesi ya da bozuk ürünlerini toplatmaması satış yerlerinden. Millet zehirlensin mi? Gerçekten pes! Bir daha asla Coco Sta","..."
"Ülker %60 Bitter Kare Çikolata Bozuk Çıktı","12 Kasım 2021 10:12","1.202","",""
"Ülker Antep Fıstıklı Çikolata Ayıplı Ve Eksik Ürün","12 Kasım 2021 10:05","868","",""
"Ülker Çikolata Ürün Bozuk Kum Gibi Tadı Yok","11 Kasım 2021 23:57","906","",""
"Ülker Sürekli Fiyat Artışı","11 Kasım 2021 20:13","2.097","Biskrem bisküvi normal bakkalda her ay fiyat artışı mı oluyor 3 ay önce 2.25 TL geçen ay 2.5 TL bugün 3 TL den satılıyor. Sizin ürününüz her ay fiyat artışı olunca halk Ülker firması dolara zam geldi diye fiyat mı artıyor.",""
"Ülker Çikolata Bozuk Geldi","11 Kasım 2021 11:08","421","",""
"Ülker Etik Davranmayan Firma!","11 Kasım 2021 10:58","1.044","Bn bir Ülker ürünleri alan bir esnafım. 0 gün önce 17 kalem Ülker ürünü siparişi verdim. Ancak, 8 kalem ürün geldi ve 'stokta yoktur ' değildi. 10 gün önce tekrar birkaç kalem ürün siparişi verdim ve her birinden 4-5 kutu istedim. Bu sefer hepsini tam getirdiler, ama hepsi zamlı geldi. Çünkü adamlar","..."
"Ülker Tarihi Geçmemiş Çikolata  İçerisinden Kurtlar Çıktı","11 Kasım 2021 09:48","1.111","""02.12.2021 Son Kullanma Tarihli"" ""Ülker Fındıklı ÇİKOLATA'dan bir sürü kurt ve ağları çıktı! Migros Sanal Market'den aldığım bar çikolatanın içerisinden 1 bar ısırmamla birlikte ağzıma gelen pütür sebebiyle çikolatanın hepsini açtım ve bir sürü kurt ile karşılaştım tabii ki gerisini tahmin edersin","..."
"Ülker Gibi Bir Firmanın İlgisizliği Şaşırtıyor","10 Kasım 2021 15:53","1.530","Diyarbakır'da 500mt karelik market işletmecisiyim. Elimizde son kullanma tarihi geçmiş ürünler bulunmakta. Bayi ile herhangi bir çalışmamız bulunmamakta defalarca Ülker firmasına mail yazmama rağmen sadece müşteri danışmanlarımıza iletildi! Maili ile dönüş oldu. Onun dışında yapılan hiçbir şey yok.","..."
"Ülker Ambalajlı Özürlü Ve Ayıp Mal!","10 Kasım 2021 14:57","2.030","Ülker Antep kare, çikolata aldım eve geldim alışveriş paketini boşalttım. Tam dolaba çikolatayı koyarken paketin %40 kadar boş olduğunu fark ettim. Üs","..."
"Ülker Müşteri Temsilcisi Sipariş Almıyor!","10 Kasım 2021 14:35","328","Ben Van'ın çaldıran ilçesinde market işlemekteyim. Van merkezden gelen Ülker güleryüz müşteri temsilcisi defalarca söylememize rağmen iş yerimize uğramıyor. Siparişimizi almıyor şu an iş yerinde hiçbir Ülker ürünü bulunmamaktadır. Mağduriyetimizin giderilmesini istiyoruz.",""
"Ülker Memnuniyetsizlik ,Yardımcı Olunuz","10 Kasım 2021 13:44","386","Antalya Sütçüler caddesinde yeni market devir aldım. 20 gündür Ülker firmasını arıyorum en sonunda bana siparişi alan arkadaşın numarasını verdiler, İ","..."
"Ülker'in Ürünlerindeki Kalite Ve Lezzet Düşüşü","10 Kasım 2021 03:04","1.133","Yılların koca çınarı Ülker, artık çikolatalarının gramajları buna bağlı olarak fiyatları, ürünlerinin bayat olması veya tatsız olması vs. Gibi problemlerle gözümüzün önünde değerini kaybediyor. Uzun yıllardır Ülker ürünlerini tercih eden birisi olarak yaklaşık 3-4 aydır ürünlerde kalite düşüşü ve e","..."
"Ülker Ürün Tadı Bozuk","09 Kasım 2021 20:52","1.054","",""
"Ülker İade Ürünlerim Alınmıyor","09 Kasım 2021 17:12","577","İstanbul Ataşehir k*** Mahallesi u** Caddesi c*** sokak no 16 da market işletiyorum bana gelen plasiyer m** a** iki aydır iade olan ürünleri almayacağını söylüyor. Beni iki aydır mağdur ediyor bu isimden şikayetçiyim. İlgililere bildiriyorum lütfen bu soruna el atmalarını istiyorum.",""
"Ülker Üründe Yabancı Madde","09 Kasım 2021 15:14","649","Ülker Firmanıza ait marketten Aldığımız bisküvinin içinde mavi ip parçası çıkmıştır. Görünce çok şaşırdık başımıza ilk defa böyle bir olay geldi.",""
"Ülker Tadı Bozuk Coco Star","08 Kasım 2021 17:01","470","Tarihinin geçmesine daha çok vakit olmasına son zamanlarda aldığım her Coco Star'da çok korkunç bir tat ve koku oluyor hepsi bozulmuş. İlk başta aldığ","..."
"Ülker Ekstra Paketinden Yarım Çıkan Biskrem","08 Kasım 2021 14:26","552","Bugün bir marketten Biskrem ekstra aldım Merak ettiğim paket için de neden yarım olur Biskrem çıkar. Covid döneminde herkes titiz olmaya çalışırken siz neden sorumsuz davranıyorsunuz. Şahsen acaba biri yemiş olabilir mi diye düşünmedi değilim...",""
"Ülker Son Kullanma Tarihi Geçmiş Ürünler","08 Kasım 2021 09:52","937","Bu kaç defa oldu bilmiyorum ama marketlerden aldığım abur cubur alıştırmalık ürünlerinde son kullanma tarihi geçmiş ürünleri yerken buluyorum kendimi dün en son çikolatalı gofret ekstra aldım yine aklıma geldi aslında son kullanma tarihi baktım bulamadım ve şekerim düştüğü için yedim sonrasında buld","..."
"Ülker Marketten Aldığım 5'li Paket Çikolatalar Küflü Çıktı","08 Kasım 2021 09:25","896","Migros marketten aldığım 2 paket Coco Star çikolatalar son kullanma tarihinin geçmemiş olmasına rağmen tüm çikolatalar küflü çıktı. Bu nasıl bir sorumsuzluktur. Tüm suç sizde raflarda bekleme süresini hesaba katmıyorsunuz. Hiç kontrol edilmemiş. Sadece ürünü çıkartmakla olmaz bu işler bu kaçıncı ya.",""
"Ülker Çikolatanın Renginde Tuhaflık Var","08 Kasım 2021 09:15","313","Marketten aldığım 4'lü Ülker çikolatanın 1 tanesini açtık ve çikolatanın rengi tuhaf bir renk çıktı. Son kullanma tarihini kontrol ettik ama 14.04.2022 yazıyor ürünün fotoğraflarını çektim Ülker'den bir yetkiliye atabilirim hatta daha açmadığım ürünleri de görüntülü aramanız halinde gözünüzün önünde","..."
"Ülker Cici Bebe Ve Ürünleri Un Gibi , Düzgün Yok Hepsi Kırık","08 Kasım 2021 00:46","963","Bundan 2 gün önce Migros'tan Ülker'in ürünlerini aldık her paketi açtığımda paket içi resmen bulgur gibi bir tane bütün yok, un gibi her defasında hep başıma geliyor böyle mi üretim yapıyorsunuz sonuçta çocuklarıma yediriyorum 70 TL ve üzere Ülker'in ürünlerini aldım yazık verdiğim paraya Cici Bebe","..."
"Ülker Fıstıklı Çikolatada Beyaz Lekeler Var","08 Kasım 2021 00:01","470","Ülker Antep fıstıklı çikolata da beyaz lekeler var. Bayatladığı için mi, biyolojik bir sorun olduğu için mi ya da homojenize olmadığı için mi bilmem. Şüpheli bulduğum için tabii ki yiyemedim. Parama da keyfime de yazık oldu. Böyle bir durumla ikinci kez karşılaşıyorum. İkisi de Ülker markasının.",""
"Ülker Coco Star'ın Bozuk Çıkması","07 Kasım 2021 19:49","657","7.11.2021 de Opet istasyonundan benzin almak için durmuştum aynı zamanda Ülker Coco Star markalı çikolatasından aldım fakat aldığım ürünün tarihi geçmemiş olmasına rağmen bozuk çıktı. Gıda konusunda nasıl bu tarz bir durum olabiliyor anlamış değilim ürünler kontrol edilip çıkılmıyor mu konu hakkında","..."
"Ülker Hanımeller Her Şey Berbat Olmuş","07 Kasım 2021 16:40","648","Üzülerek yazıyorum ki çocukluğumuzun bisküvi su olan Ülker hanımeller zaman ilerledikçe berbat bir hal almış üzerinde eskiden çikolatası vardı şimdi bir de yenilendi diye paket yapmışlar dağınık küçülmüş tadı olmayan bir bisküvi haline gelmiş asla kabul edilir gibi değil aptal mıyız biz insanız ya!",""
"Ülker Raf Fiyatı İle Kasa Fiyatı Farklı","07 Kasım 2021 15:50","656","Mağazanız Bodrum İçmeler şubesinde raf fiyatları ile kasa fiyatları farklı. Dört defa aynı şekilde bugün de aynı oldu. Ülker Çokokrem raf Fiyatı 12.75","..."
"Ülker 8'li Halley'den Canlı Kurtçuk Çıktı","07 Kasım 2021 00:55","970","Ülker 8'li Halley'in içinden kurtçuk çıktı canlı canlı. Yıllardır severek tüketiyorduk fakat anlaşılan bir daha alamayacağız. Çocukluğumuzdan beri Ülker tüketmeye özen gösteriyorduk demek ki artık insan sağlığına pek önem verilmiyor. Bir daha Ülker ürünü satın almayı düşünmüyorum.",""
"Ülker Aldatıcı Reklam Yapıyor","06 Kasım 2021 20:52","2.529","Ülkerden şikayetçiyim http:/ /foreverwarm. Top/081abepibx12bf99fa8rsrybduiody1xubrxzyfibsapktzcvwwbpb8uabai? Mmp1636210475772 diye bir link geldi ve hediye kutuları ekrana geldi ve ödül kazandınız dedi, sonra cebe bir kod geldi kodu girin dedi kodu girdim ve evermoby diye bir yere 64 TL karşılığında","..."
"Ülker Çikolatanın Bozuk Çıkması","06 Kasım 2021 20:30","726","",""
"Ülker Albeni Çikolata Üzerinde Bulunan Yapışkan Türü","06 Kasım 2021 19:47","746","Marketten aldığım Ülker Albeni markalı ürünün yapışkanı boydan boya çikolata üzerindeydi devamlı tükettiğim bir ürün ilk defa fark ettim. Sonuçta gıda ürünü ve 7'den 70'e herkesin yıllardır yediği bir çikolata. Neticede hiçbir şey insan sağlığından önemli değildir. Konuyla ilgili incelenme talep edi","..."
"Ülker Çokonat Adındaki Çikolatada Çıkan Metal Parça","06 Kasım 2021 19:42","971","",""
"Ülker Gofret Bozuk, Yarım Çıktı","06 Kasım 2021 18:59","4.769","Ürün eksik bozuk hatalı. Gram olarak fiyat belirliyorsunuz madem doğru düzgün yapın. Sürekli de kuruş kuruş zam yapıyorsunuz, yetmiyormuş gibi de boyutunu küçültüyorsunuz. Bunu da geçtim bu gofret yarım. Aldığınız helal mi size acaba? Kuruşun hakkını almak istiyorsanız hatalı bozuk ürün satmayacaksı","..."
"Ülker Bozuk Ürün Satışı","06 Kasım 2021 16:11","408","Ülker firmasının ihmalkarlığı yüzünden mideme ağrılar kramplar giriyor aldığın coco Star ürünü tarihi olmasına rağmen bozuk çıktı. Ürün elimde 3 adettir birini yedim kokusu yoktu ikincisini açtığımda anladım kokuyordu ürün elimde Ülker firmasına nasıl yakışır çocuklarımıza yediriyoruz. Gereğinin yap","..."
"Ülker Çikolatadan Kıl Çıkması","06 Kasım 2021 12:34","1.002","Ülker laviva çikolata yerken içerisinden uzunca bir kıl çıktı ilk başta olamaz belki benden düşmüştür dedim tekrar ısırdığımda daha kılın uzadığını fark ettim. Böyle firmaya hiç yakışmadı. Bir daha asla yiyemem. Ülker gibi firmadan asla bunu beklemezdim. Gerekli mercilere başvuruda yapacağım.",""
"Ülker Küflenen Çikolata Hakkında","05 Kasım 2021 22:18","5.568","Tett geçmediği halde Ülker sütlü çikolatanın ambalajın açtığımızda bozulduğunu fark ettik. Evde olmadığımız için dokuz yaşında olan oğlum fark etmeyip yiyebilirdi. Bu durumda ciddi sıkıntı yaşayabilirdik. Çikolata görsellerini yüklediğim gibi küflenmiş. Yenmesi durumunda oğlumuza zarar verebilirdi.","..."
"Ülker Eski Kalitesi Lezzeti Yok Ürünlerin","05 Kasım 2021 16:51","760","Çocukken mutlulukla yediğim Ülker Halley çikolatadan eser yok şimdi. Ağızda dağılması, çikolata kalitesi asla aynı değil. Aynı durumu Ülker İkramda da birçok ürününde de yaşadım. Eskiden Ülker marka kaliteli derdik ne yazık ki şimdi diğer markalara göre düşüşte. Özellikle kullanılan çikolata kalites","..."
"Ülker Çikolata Kurtlu Çıktı","05 Kasım 2021 14:15","1.054","05.11.2021 Ülker çikolatam kurtlu çıktı. Çocuklara alınan çikolatanın içinden kurt nasıl çıkar. Üstelik tarihi geçmemiş ürün. Bu problemin çözülmesini ve telefi edilmesini istiyorum. Umarım görmezden gelmezsiniz. Bu kadar büyük bir firmanın bu hatası kabul edilemez yazıklar olsun. Bir daha Ülker alm","..."
"Ülker Tadı Ve Kokusu Çok Kötüydü","05 Kasım 2021 09:53","858","Görünümde herhangi bir sorun yok. Fakat tadı çok kötü. Paketi açıldığı anda kötü koku geliyor zaten. Sanırsam Hindistan cevizi kaynaklı. 12/09/2022 255/2 15:21 tarihli. Yiyemedim maalesef... Üzdü Ülker Coco Star...🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺",""
"Ülker Coco Star Çikolata Tadı Ekşi Ve Kötü!","05 Kasım 2021 00:28","499","Coco Star çikolata daha önce severek yiyordum ama son zamanda hep farklı yerlerden almama rağmen  nereden alırsam alayım hepsinin tadı aynı yani ekşimiş.  Son kullanma tarihine de daha çok var. Genel bir sorun olduğunu düşünüyorum ama nasıl bu şekilde olabildiğine anlam veremiyorum sonuçta bunu çoc","..."
"Ülker Küf Görünümlü Çikolata","04 Kasım 2021 21:46","931","Ülker Napoliten sutlu çikolatasından aldım ve paketi açtığımda çikolatanın rengi bembeyazdi. (küfü andıran bir görüntüsü mevcuttu.) paket üzerinde son kullanma tarihinin henüz 2022 olmasına rağmen bu şekilde olması beni çok uzdu. Gözlerim kapalı her ürüne elimi uzattığım bir markanın bu şekilde karş","..."
"Ülker Çokokrem Kurtlu Çıktı","04 Kasım 2021 21:06","1.854","04.11.2021 Ülker Çokokrem kurtlu çıktı.Çocuklara alınan çikolatanın içinden kurt nasıl çıkar. Üstelik tarihi geçmemiş ürün. Bu problemin çözülmesini ve telefi edilmesini istiyorum. Umarım görmezden gelmezsiniz. Bu kadar büyük bir firmanın bu hatası kabul edilemez.",""
"Ülker Sütlü Fındıklı Çikolata Bozuk","04 Kasım 2021 21:06","883","Ülker çikolata fındık sütlü çikolata ürünün aldım. Oğlum çok sevdiğinden kaynaklı ürünü açtım. Oğluma verirken baktım rengi beyaz olmuştu. Tadına bakayım dedim. Tadı çok farklıydı. Daha sonrasında ürünün tarihinin gecik olduğunu fark ettik. Biz bu ürünleri çocuklarımıza yediriyoruz. Fark etmeden ver","..."
