"complaint-layer","complaint-layer href","username","js-tooltip","js-view-count","complaint-description","sv-model-button","sv-model-button href","ellipsis-text","large-view src","large-view src 2"
"TurkNet Pişmanlık","https://www.sikayetvar.com/turknet/turknet-pismanlik-15","Muhammet","09 Kasım 2023 11:32","530","TurkNet fiber üyeliğimi 14.06.2023 tarihinde iptal ettirmiştim. Benden modemi geri istediler ve ben de 14.06.2023 tarihinde Aras Kargo ile gönderim sağladım ve TurkNet'e bilgi verdim. Bugün a** isimli avukatlık bürosu bana borçlu olduğuma dair mesaj attı. İlk başta yalan diye düşündüm, ama TurkNet'i","","","...","",""
"TurkNet Muhatap Bulmak İmkansız","https://www.sikayetvar.com/turknet/turknet-muhatap-bulmak-imkansiz-1","Fazlı","09 Kasım 2023 11:22","615","TurkNet müşteri hizmetlerine bağlanmak imkansız. Defalarca aradım ama karşınızda bir muhatap bulamıyorsunuz, sadece robot var. Önce 21 dakika ardından da tam 52 dakika operatöre bağlanmak için müzik dinledim ve hala bağlanmadı ve kapattım. Arama randevusu da oluşturamıyorum. Daha abonelik başlatmaya","#Abonelik","https://www.sikayetvar.com/turknet/abonelik","...","",""
"","","Yusuf","09 Kasım 2023 16:51","1.359","","","","","",""
"TurkNet Aboneliğimi Kapatmama Rağmen Borç Çıkıyor","https://www.sikayetvar.com/turknet/turknet-aboneligimi-kapatmama-ragmen-borc-cikiyor","Necati","09 Kasım 2023 11:09","592","TurkNet aboneliğimi sonlandırdım, modemi gönderdim buna rağmen 296 TL modem ücreti istendi. Kapatırken tüm faturaları ödedim hala borcunuz var diye SMS atılıyor. Müşteri hizmetlerinde kesinlikle canlı bir kişiyle iletişime geçemiyorum. Ne kadar fatura borcum var hala bilmiyorum, her aradığımda mikta","","","...","",""
"TurkNet Müşteri Hizmetleri Ve Maille Ulaşamadım","https://www.sikayetvar.com/turknet/turknet-musteri-hizmetleri-ve-maille-ulasamadim","İsa","09 Kasım 2023 10:28","937","TurkNet aboneliğimizi iptal ettik. Modem iadesi için verilen adrese modemi yolladım. Modemin iptal edilmediğini taraflarına göndermeleri maili aldım. Maile cevap veriyorum, engellendi deniyor. Müşteri hizmetlerini arıyorum kurumsala aktarıyor, kurumsal bireysele. Bir türlü ulaşamadım. Müşteri hizmet","","","...","",""
"TurkNet Telefon Değişikliği İnternetimi Kullanmıyorum","https://www.sikayetvar.com/turknet/turknet-telefon-degisikligi-internetimi-kullanmiyorum","Mert","09 Kasım 2023 10:17","483","5 gündür numara değişikliğim olması için TurkNet ten telefon bekliyorum. Özellikle şikayetim için bekledim ama hala ne arayan var ne soran. Evdeki internetim için modem değişikliği oldu ve bağlantı yapamıyoruz. Daha ne kadar beklemem gerekiyor acaba sorunumun çözülmesi için.","#Modem","https://www.sikayetvar.com/turknet/modem","","",""
"TurkNet İnternet Bağlattığım Günden Beri Verimli Kullanamama","https://www.sikayetvar.com/turknet/turknet-internet-baglattigim-gunden-beri-verimli-kullanamama","Osman","09 Kasım 2023 08:49","1.073","Merhaba. TurkNet interneti bağlatalı yaklaşık 1 ay gibi bir süre oluyor ama bu süre zarfında asla tam verimli kullandığımı söyleyemem. 15 dakikada bir internet bağlantısı kopuyor. Bağlantı kopmadığı zaman da internet hızı diye bir şey söz konusu olmadığı için yine verimli kullanamıyorsunuz. Sosyal m","","","...","",""
"TurkNet Evimde İnternet Kullanamıyorum","https://www.sikayetvar.com/turknet/turknet-evimde-internet-kullanamiyorum-1","Barış","09 Kasım 2023 05:27","419","Sizden bana dair ne varsa alıp götürün... Bu kaçıncı başıma gelen yeter ya... Bu 3. Aynı sorun iş ödemeye geldiği çatır çatır alıyorsunuz ama hizmet noktasına geldi mi herkeste var bizde yok neden yok? Altyapı mı sıkıntılı acaba öncekileri yapmıyordunuz da kendisi mi düzeliyordu hiçbir açıklama yok.","","","...","https://files.sikayetvar.com/complaint/2680/26800077/turknet-evimde-internet-kullanamiyorum-1.mp4",""
"TurkNet Haber Vermeden İnternet Kesiyor, Yetersiz Hizmet!","https://www.sikayetvar.com/turknet/turknet-haber-vermeden-internet-kesiyor-yetersiz-hizmet","Mehmet","09 Kasım 2023 03:53","238","Uzun zamandır TurkNet kullanıyorum ve hızından dolayı çok memnunum. Ancak son iki sefer yaşadığım problemler firmadan nefret etmeme sebep oldu. Haber verilmeden internetim kesiliyor ve her seferinde 250-300 TL taksi ücreti verip ofise gitmek zorunda kalıyorum. İlk kesintide bir geri dönüş bile yapıl","","","...","https://files.sikayetvar.com/complaint/2679/26799976/turknet-haber-vermeden-internet-kesiyor-yetersiz-hizmet-1_350x350.jpg",""
"TurkNet Modem Kargo Sorunu","https://www.sikayetvar.com/turknet/turknet-modem-kargo-sorunu","Tuncay","09 Kasım 2023 02:12","639","Merhabalar, TurkNet internet hizmetimi sonlandırıp, geriye kargoladığım modemin 17/10/2023 tarihinde teslim edilmesine rağmen hala iade edilmeyen modeme dair ücret kesileceğini bildiren e-posta alıyorum. Hesabımı kapattığım için ne online işlemlerden ne de telefon destek hattından herhangi bir şek","#Modem","https://www.sikayetvar.com/turknet/modem","...","",""
"TurkNet İnternet Kesintisi Ve Müşteri Temsilci Saçmalığı","https://www.sikayetvar.com/turknet/turknet-internet-kesintisi-ve-musteri-temsilci-sacmaligi","Muhammet","09 Kasım 2023 02:05","579","20. Yüzyılda Yaşadığım ilçede gelişmiş bir ilçe olmasına rağmen herhangi bir uyarı yapılmadan internetim gidiyor. Gece internet üzerinden çalıştığım ve yarına yetiştirmem gereken projelerim olduğu için kilitlenmiş durumdayım. TurkNet firmasının müşteri temsilcileri de gece internetleri kopuyor diye","#İnternet Kesintisi","https://www.sikayetvar.com/turknet/internet-kesintisi","...","",""
"TurkNet Vaat Ettikleri Hız Yalanı","https://www.sikayetvar.com/turknet/turknet-vaat-ettikleri-hiz-yalani","Halil","08 Kasım 2023 23:30","979","TurkNet'e 3 aydır geçmiş durumdayım. Önceki internet sağlayıcısı yerel ve hiç ismi duyulmamış olmasına rağmen bu firmadan daha güzel hizmet veriyordu. 3 aydır neredeyse her gün kopan internet, sürekli kesilen internet, gece 12'den sonra zaten girme şansınız yok sanki süreli gibi kesiliyor. 100 Mbps","","","...","",""
"TurkNet İnternet Kopuk ve Bağlantı Hiç Yok","https://www.sikayetvar.com/turknet/turknet-internet-kopuk-ve-baglanti-hic-yok","Selin","08 Kasım 2023 22:59","350","Delireceğim gerçekten bağlattım bağlatalı asla düzgün bir internet kullanamadık. Arıyorlar sağ olsun ilgililer düzeliyor sonra şaka gibi internet tekrar gidiyor bıktım vallahi üşenmeyip dava açacağım ben bu sorun olmasın diye internet operatörünü değiştirdim daha beter oldu ve asla düzene girmiyor.","","","...","",""
"TurkNet İnternet Hızı Çok Düşük 1 MB Bile Veremiyor","https://www.sikayetvar.com/turknet/turknet-internet-hizi-cok-dusuk-1-mb-bile-veremiyor","Tuncay","08 Kasım 2023 22:52","381","Hızıyla övünen bir firma 1 MB bile veremiyor. PC kablo ile modeme bağlıyım ama o halde bile 1 MB bile alamıyorum. Parasını almayı biliyorlar ama hizmet sıfır. Aldığımdan beri tüm şikayetlerim hız üzerine ama hala düzeltemediler. Ayrıca modemi TurkNet'ten almama rağmen, modemi bizden almamışsınız diy","#Arıza","https://www.sikayetvar.com/turknet/ariza","...","https://files.sikayetvar.com/complaint/2679/26798402/turknet-internet-hizi-cok-dusuk-1-mb-bile-veremiyor-1_350x350.jpg",""
"TurkNet Arızaları Ve Otomatik Ödeme Bankaya Yanlış Bildiriliyor.","https://www.sikayetvar.com/turknet/turknet-arizalari-ve-otomatik-odeme-bankaya-yanlis-bildiriliyor","Sedat","08 Kasım 2023 22:19","859","2 sorunumuz var. Birincisi Beylikdüzü sahil mah. Evimizde 2 gündür internet yok. Müşteri hizmetleri arıza var diyor. 4 5 saate biter diyor. Bağlanmıyor. İkincisi kurumsal internetime otomatik ödeme talimatı verdim. 2 bankadanda kontrol ediyorum 2 kasim tarihli gözüken otomatik ödeme TurkNet müşteri","","","...","",""
"TurkNet İptal Etmeme Rağmen Kurulum Ücreti Alması","https://www.sikayetvar.com/turknet/turknet-iptal-etmeme-ragmen-kurulum-ucreti-almasi","Kadriye","08 Kasım 2023 20:27","1.428","Bir ay öncesinde TurkNet firmasına geçiş yaptım. İlk görüşmemizde özellikle sormama rağmen evde internet çekmedi, sürekli kesintiler oldu. Modemi defalarca kapattım, sıfırladım. Ben de memnun kalmadığım için iptal işlemi yaptırdım. Fakat bir ayı bir gün geçtiği için bana modem kurulum ücreti faturas","","","...","",""
"Sürekli Kopan İnternet Ve Duyarsız TurkNet","https://www.sikayetvar.com/turknet/surekli-kopan-internet-ve-duyarsiz-turknet","Mustafa","08 Kasım 2023 20:21","460","3 aydır internetim kendi kendine kopup bağlanıyor sürekli sorun yaşıyorum. En önemli işimin ortasında hat gidiyor sürekli Türk neti arıyorum sorun için arıza kaydı açılıyor sonra beni arıyorlar teknik ekip yönlendireceğiz diyorlar birkaç gün sonra arızayı kapatıyorlar oysa. Sorun devam ediyor. Bu 3","#Arıza","https://www.sikayetvar.com/turknet/ariza","...","",""
"TurkNet İnternetin Kötü Performansı","https://www.sikayetvar.com/turknet/turknet-internetin-kotu-performansi","Salih","08 Kasım 2023 20:19","626","İnanılmaz kötü internet performansı çok fazla kopuyor, hızı düşüyor siteler açılmıyor kitleniyor yayınlar yavaş doluyor. İnanılmaz kötü bir performansı var. Çözülmezse TurkNet'i kapattıracağım. Zaten bir numaranız yok bu yazıyı yazarken bile mesaj göndere basıyorum (TurkNet'in kendi destek mesaj ala","","","...","",""
"TurkNet Kurulum İçin İmse Gelmedi Ve Müşter Hizmetlerine Bağlanmıyor","https://www.sikayetvar.com/turknet/turknet-kurulum-icin-imse-gelmedi-ve-muster-hizmetlerine-baglanmiyor","Burak","08 Kasım 2023 19:48","507","TurkNet ev interneti başvurusu yaptık. Geçen hafta çarşamba akşamı ama kimse kurulum için gelmedi dün müşteri hizmetlerine eğer ki bağlamayacaksanız iptal edelim dedim ve bugün tekrar aradığımda telesekreter çıkıyor. Size dönüş yapacağız deyip telefonu yüzüme kapatıyor bu nasıl saçma bir şey gelin y","","","...","",""
"","","Murat","08 Kasım 2023 19:42","1.125","","","","","",""
"TurkNet Müşteri Hizmetlerine Bağlanılmıyor","https://www.sikayetvar.com/turknet/turknet-musteri-hizmetlerine-baglanilmiyor-22","Süleyman","08 Kasım 2023 19:41","877","Telefon numaramı değiştirdim. TurkNet'te eski numaram kayıtlı. İnternet yavaş olduğu için online işlemlerden arıza kaydı bırakmak istedim. Giriş yaparken eski telefonuma SMS gitti. Onu girmem istendi. Ama eski numaram kapalı ve hat bende değil. Müşteri hizmetlerini arıyorum ama sadece sesli yanıt va","#Arıza","https://www.sikayetvar.com/turknet/ariza","...","",""
"TurkNet İnternet Bağlantısı Yoktur","https://www.sikayetvar.com/turknet/turknet-internet-baglantisi-yoktur-1","Erdem","08 Kasım 2023 19:27","404","3557180 numaralı TurkNet abonesiyim. Olmaz olaydım. 15 gün oldu. Abone oldum. 10 gündür internet yok ulaşacak kimse yok çözüm yok arıyorum sadece tele sekreter çıkıyor. Ben sadece çözüm istiyorum. Çözüm yoksa kapatsınlar en azından internetim yok derim. Böyle muamele olmaz insanları saf yerine koyuy","","","...","",""
"TurkNet Nakil İşlemi Bir Türlü Olmadı","https://www.sikayetvar.com/turknet/turknet-nakil-islemi-bir-turlu-olmadi-1","Mustafa","08 Kasım 2023 19:18","346","Bir hafta oldu TurkNet nakil işlemini hala yapamadı. Randevu oluşturuyorlar verdiği randevu gününde gelmiyorlar. Telefon ile iletişim yok. Online yazıyorsun robotlar cevaplıyor aynı cümleleri tekrar edip duruyorlar. Bir nakil işi bu kadar uzamamalı. Nakil için 600 TL istiyorlar buna rağmen gelip kur","#Adres Değişikliği","https://www.sikayetvar.com/turknet/adres-degisikligi","...","",""
"TurkNet İnternet Kesintisi!","https://www.sikayetvar.com/turknet/turknet-internet-kesintisi-158","Zeki","08 Kasım 2023 19:08","1.810","02.11.2023'ten beri hala internetim yok destek kaydı oluşturdum arayan yok hesap veren yok. 6 gündür internetim yok eski numarama kayıtlı olan şifremi güncellemem için aramaları gerekiyor 6 gündür o da yok gerçekten iğrenç bir kurumsallık ya arıza var arama bile yok sorunumu anlatacağım müşteri hizm","","","...","https://files.sikayetvar.com/complaint/2679/26795870/turknet-internet-kesintisi-1_350x350.jpg",""
"TurkNet Bağlantı Kopma Sorunu","https://www.sikayetvar.com/turknet/turknet-baglanti-kopma-sorunu-23","Çağrı","08 Kasım 2023 18:59","4.464","Bugün öğle saatlerinden beridir modemde ki internet ve DSL ışıkları yanmıyor. Müşteri temsilcisine bağlanmıyor telesekreterden kontrol edileceği söylenip mağdur şekilde bırakılıyorsunuz. Akşam saat 19:00 oldu ve değişen hiçbir şey yok. Ben evden çalışan bir insanım bütün gün boyunca işimle alakalı p","","","...","",""
"","","Kaan","08 Kasım 2023 18:51","266","","","","","",""
"TurkNet İnternet Bağlantı Ve Hız Sorunu","https://www.sikayetvar.com/turknet/turknet-internet-baglanti-ve-hiz-sorunu-2","Volkan","08 Kasım 2023 18:33","943","Ağustos ayında TurkNet internetten gigafiber bağlattım. Bağlattığım günden beri sürekli sorun yaşıyorum. İlk başta yatak odamdan çekmeyen internet için talep oluşturdum. Sorunu hiçbir şekilde çözemeyip wi-fi güçlendirici alabilirsiniz dediler. Aldım ancak bu kez internetim hızı kötü seviyede, site s","#Gigafiber","https://www.sikayetvar.com/turknet/gigafiber","...","",""
"TurkNet Firmasının Müşteri Memnuniyetsizliği","https://www.sikayetvar.com/turknet/turknet-firmasinin-musteri-memnuniyetsizligi","Şahi̇n","08 Kasım 2023 17:55","735","31.10.2023 tarihinde TurkNet firmasından ev internet başvurusunda bulundum kurulum ücretini ve 1 yıllık ücreti peşin aldılar. 2-6 iş günü içerisinde bağlantımın kurulacağı bilgisi verildiği halde 10 gün oldu hiçbir geri dönüş yapmadılar. Arama yaptığımda beni otomatik sisteme bağlamışlar. Online sis","","","...","",""
"TurkNet'in Taahhüt Ettiği İnternet Hızının 1/3 Nü Sağlıyor","https://www.sikayetvar.com/turknet/turknetin-taahhut-ettigi-internet-hizinin-13-nu-sagliyor","Ümit","08 Kasım 2023 16:22","672","Ekim 2023 başında TT'den TurkNet'e geçiş yaptım. Kapı daire numarası a kadar onaylandı ve 83 megabite kadar internet sağlayabileceklerini söylediler. Ancak 45 gündür 15 kez talep açmamıza rağmen sorun hala çözülmedi. Sağladıkları internet hızı ise maksimum 30-35 megabit. Konuyla ilgili sağlıklı bir","","","...","",""
"TurkNet'in Nakil Hizmetindeki Hizmetsizlikleri","https://www.sikayetvar.com/turknet/turknetin-nakil-hizmetindeki-hizmetsizlikleri","Sayid","08 Kasım 2023 15:44","448","Ekim'in 25'inde TurkNet'ten naklini verdiğim hizmet için yaklaşık 15 gündür hiçbir şekilde geri dönüş alamıyorum. Beni arayıp asla randevu oluşturmuyorlar en az 3 kere müşteri temsilcisiyle konuşmama rağmen müşteri temsilcisi tamam sizi aramaları için kayıt oluşturuyorum demesine rağmen asla bana ge","#Adres Değişikliği","https://www.sikayetvar.com/turknet/adres-degisikligi","...","",""
"TurkNet İnternet Kesintisi, Müşteri Hizmetlerine Ulaşamama","https://www.sikayetvar.com/turknet/turknet-internet-kesintisi-musteri-hizmetlerine-ulasamama-1","Sedef","08 Kasım 2023 15:36","672","TurkNet internet abonesiyim 2 gündür internetim yok modemi sıfırlayıp başlattım, fişini çektim taktım asla düzelmiyor. Modemin bütün ışıkları yanıyor ama internet kullanılmıyor diyor ve asla müşteri hizmetlerine ulaşamıyorum. Arıza bildirimi kısmını tıkladığımda aynı ezbere cümle 'bölgemizde geçiric","","","...","https://files.sikayetvar.com/complaint/2679/26793033/turknet-internet-kesintisi-musteri-hizmetlerine-ulasamama-1_350x350.jpg",""
"TurkNet İnternet Kurulum Sözleşme","https://www.sikayetvar.com/turknet/turknet-internet-kurulum-sozlesme","Sibel","08 Kasım 2023 14:59","330","TurkNet kadar kötü bir firma görmedim, herhangi bir bilgi vermeden, sadece para alma derdindeler, kesinlikle izledikleri yol doğru değil. Müşteri hizmetleri gibi şey yok asla arayıp sorununuzu iletemiyorsunuz. Çözüm yok. Sadece yeni satış yapacakları zaman telefonları açıyorlar.","","","","",""
"TurkNet Müşteri Hizmetleri İletişim","https://www.sikayetvar.com/turknet/turknet-musteri-hizmetleri-iletisim-3","Batuhan","08 Kasım 2023 14:58","600","Yaklaşık 1 ay önce başvuruda bulunduğum abonelik hala tarafıma bağlanmadı. Bugün ekipler randevu oluşturmak için tarafıma dönüş sağlayacak diye bir bilgi verildi, ama şu anda müşteri çağrı merkezine veya müşteri hizmetlerine bağlanamıyorum ve çok saçma internetinden memnun olamasam kesinlikle alınac","#Abonelik","https://www.sikayetvar.com/turknet/abonelik","...","",""
"TurkNet 5 Gündür İnternet Yok","https://www.sikayetvar.com/turknet/turknet-5-gundur-internet-yok-26","Ersen","08 Kasım 2023 14:42","1.256","TurkNet kullanıcısıyım. Hızdan ve sorun çıkmamasından çok memnundum. Son bir haftada bana işim ile alakalı cehennem oldular. 7-8 gün önce birisi sokak kablolarını kesmiş. İki gün sonra apartman içini kontrole geldiler. Altyapı da problem var deyip ertesi güne bırakıldı. İkinci ekip kesiği buldu. Yam","","","...","",""
"TurkNet Müşteri Hizmetlerine Bağlanamama","https://www.sikayetvar.com/turknet/turknet-musteri-hizmetlerine-baglanamama-37","Hakan","08 Kasım 2023 14:23","423","Adres değişikliği yapmam gerekiyor. Ulaşamıyorum. Müşteri hizmetlerine bu sebepten de internet bağlanamıyor. Bu hep böyle mi olmak zorunda? Diğer evim","#Adres Değişikliği","https://www.sikayetvar.com/turknet/adres-degisikligi","...","",""
"TurkNet İnternet Hızı Söylendiği Gibi Değil","https://www.sikayetvar.com/turknet/turknet-internet-hizi-soylendigi-gibi-degil","Özgür","08 Kasım 2023 14:14","518","TurkNet hiç söylendiği gibi değil Vodafone'dan geçtik, bin pişmanız. Kesinlikle yüksek kalite film izleyemezsiniz ve internet hiçbir zaman stabil değil. Sürekli kopuyor ve arıza için aradığımızda sorun olmadığını söylüyorlar. Boşuna geçmişiz ve şehir merkezinde oturuyoruz.","#Arıza","https://www.sikayetvar.com/turknet/ariza","","",""
